show_id,production_company_type_id
11113,14810
2652,12854
233600,4720
233600,18140
233600,3947
6135,8666
32505,14398
46020,9837
78561,16700
78583,10974
78583,7402
40905,1132
40905,15687
47853,8666
47853,18009
9352,13119
9352,15064
69544,14638
135240,15307
135240,2474
103368,7456
51877,10090
51877,8138
51877,5261
39916,14910
133282,9338
133282,20156
133282,11641
31214,14398
60963,3170
78521,11987
75408,1372
75408,18474
93040,193
93040,7402
65241,18335
117765,2955
29358,16252
87692,5658
65896,8124
87602,15295
8308,17467
8308,4529
44331,16301
30782,3751
65232,7623
65232,4891
9253,11547
4115,18213
4115,9972
93409,14932
63128,11454
70166,1526
70166,19667
65965,14555
65965,2271
3031,16875
3031,1054
3031,13628
43777,8913
43777,19390
101791,9428
3159,10456
3159,11027
51744,6749
48329,12814
8386,15295
93819,2195
93819,8873
39501,17169
86471,15149
15805,4845
67469,3170
65488,3616
23488,5437
45817,9837
47903,7072
47903,20098
2607,20426
32876,11454
95787,3955
102794,13001
102794,15278
102794,12462
157240,5545
127059,1715
73574,16469
73574,11243
73574,7106
37738,16494
38003,5839
137716,14656
39582,2254
44787,15637
41516,19645
18301,6217
22471,20866
130209,10008
105733,9837
31606,15311
226742,2262
226742,3791
204610,18506
204610,18131
209475,17147
104399,7693
104399,16505
114215,17576
96841,162
96841,3652
63131,17824
135842,268
89811,7014
89811,13720
122077,263
74573,84
111914,1215
215229,11038
215229,17548
215229,19513
215229,21003
215229,16996
99722,15278
99722,8904
99722,17095
99722,11082
206618,7501
51766,7343
215270,12691
215270,9890
101723,18506
71488,14509
71488,13302
71488,15724
71488,20898
71488,10671
71488,1390
71488,340
71488,17727
71488,8475
71488,8368
71488,14996
71488,11412
71488,8800
71488,12846
71488,12325
71056,84
71056,4867
89719,20045
62896,13865
67177,15544
41146,18657
41146,2609
41146,15313
41146,21023
41146,2251
41146,14516
9861,3370
8930,6554
8930,19026
9220,1297
4850,1297
122826,14266
122826,20990
122826,14660
122826,7724
122826,15622
113707,17662
77636,1366
77636,2071
77636,11970
88755,13676
88755,15698
24411,12976
24411,10277
24411,8014
24411,19325
24411,19656
8024,17213
8024,21376
228494,12691
33347,6877
33347,6649
110195,5232
63154,13521
86484,8824
44576,13266
102147,6749
105749,19415
127016,7402
213133,21115
73027,11330
45818,9837
34100,17624
34100,19951
16616,9837
507,17201
11814,12443
11814,5697
64649,7415
45429,8984
58782,5541
215275,17011
74569,10916
65936,1421
65936,20300
65936,15278
65936,21003
69362,21099
132762,13783
88761,10894
55549,17305
21470,8666
21470,20730
73485,10000
45866,9837
83836,8133
111414,6203
69165,11886
51795,5480
81492,21407
113635,13722
33464,9837
100047,13001
100047,15278
100047,4465
100047,21119
107257,19362
107257,7047
35814,8131
35814,20655
8676,10642
8676,15498
102186,13123
525,18374
525,315
525,8739
525,2267
525,6573
525,10778
525,18461
1674,8849
1674,9935
1674,13864
1674,18026
117989,18170
117989,16504
117989,11503
114308,6561
75886,21355
24496,16546
24496,20717
88796,9443
93189,9545
39907,14802
46150,2188
94295,3447
94295,13566
94295,223
74565,15227
74565,7191
45475,7657
45475,18262
19996,20119
113697,4396
113697,9368
69615,12325
152474,7820
152474,8534
100478,14398
88521,17701
88521,5776
86169,10562
86169,18627
86169,4841
218125,14911
218125,11023
45828,19266
45828,6031
45828,1099
32886,11860
94097,15050
60657,7722
19530,1631
41814,11613
41814,11973
8129,9995
33473,698
33473,17169
3107,8576
3107,15596
3107,1423
3107,127
52339,7343
25504,4508
25504,15695
25504,19812
25504,8877
126104,9837
11101,13381
11101,18207
11101,11027
216405,11700
10168,20368
73537,20932
74570,16216
18842,16353
157215,10298
157215,7722
73066,11
69344,5434
209459,7415
89857,20979
89857,11329
77650,8824
96860,20123
96860,18758
122049,8074
96127,3326
96127,2848
44595,21501
114186,3546
70544,3783
55016,15363
153871,15436
19102,3073
19522,16301
19522,8542
69304,11703
62633,8666
62633,21556
62633,4891
42460,15543
42460,7027
40283,1297
34352,2188
90661,15041
68653,193
112472,20300
112472,17993
112472,8666
233343,2309
23915,3802
32824,193
82907,5711
102847,8210
102847,16023
90815,10295
90815,12179
128119,13
86361,3652
86361,5157
77623,1762
47146,13762
47146,17841
103761,21629
79261,3721
130600,8607
130600,7207
130591,14165
130591,21440
5848,11330
11849,13672
11849,18369
3205,17169
108894,7415
126278,5892
126278,764
126278,19325
107634,6873
107634,19661
107634,11450
107634,15215
32496,7003
32496,5183
32496,390
126601,4199
80029,13156
205242,14165
102233,20730
102233,8726
102233,14743
102233,15278
88610,14638
88610,9246
68686,15689
131552,8619
131552,1099
195978,8980
76215,8563
76215,21174
64576,20113
64576,15890
64576,9942
135312,4334
3221,18497
73812,7529
210291,16551
91295,13
42596,5040
212122,20140
212122,13725
212122,8789
212122,11680
212122,3487
128163,7415
113554,9000
102256,7652
92254,11073
136086,3396
209217,11125
66796,5921
208932,6602
35728,1148
223289,15278
223289,15689
75803,16244
75803,1471
85628,19645
82901,14293
68546,15234
203325,19831
203325,20539
203325,11421
17842,14791
17842,20848
17842,13762
17842,13625
35260,20730
35260,18933
60334,11966
211562,6943
211562,16339
211562,20129
211562,8491
211562,13950
82906,5711
37542,9723
37542,18195
104007,12024
34087,38
68350,19509
92319,4769
41343,8785
41343,6319
35245,21054
35245,10208
35245,489
35245,20873
35245,6655
35245,6570
68360,7243
233472,8387
116694,12190
77674,16206
46112,16617
46112,16541
102845,12022
69014,13967
129000,266
129000,6081
7444,19571
122593,13518
79377,6357
79377,9685
85638,1667
31985,15295
71675,9055
71675,16370
78761,12413
40017,9459
4826,4881
213326,18681
66716,7322
66716,18758
66716,20231
66716,2816
105468,9443
45154,6597
45154,20231
45154,5601
64906,13518
195925,16299
195925,7491
195925,15840
60306,1562
60306,7315
77246,12617
77246,15378
216681,8992
216681,4562
80331,10924
157395,15521
157395,6079
157395,20584
42442,8913
112083,12146
219382,16144
219382,13666
70625,11478
207967,11874
207967,12374
77672,9069
71216,17727
157345,12582
157345,19650
33024,20730
203570,16157
105644,12403
105644,16321
116017,13
87364,4781
111798,16808
87362,12138
77286,16964
203616,2450
203616,12717
68919,7722
62778,4127
62778,11301
41399,19521
41399,11547
41399,3089
11576,16360
11576,15401
11576,20368
113780,14200
11562,3200
28624,10134
28624,6877
28624,1256
130513,2955
214124,5367
214124,15676
214124,15969
34382,271
128912,3820
128912,17085
128912,16505
71233,21256
75863,14610
126273,5892
126273,19325
126273,764
115101,12194
41387,11997
41387,2043
68934,2365
70886,18681
70886,10625
70886,2322
20753,13119
102253,15711
212190,3546
113890,3705
229327,15311
229327,7551
68679,1889
68679,2251
45078,8507
45078,9477
20960,10974
208639,16401
208639,2071
42418,21621
216699,4345
210218,7402
210218,13
108673,7393
20565,17624
101829,9589
113423,7920
9930,11027
27902,10165
27902,11311
27902,7755
27902,7722
92300,9324
205631,10813
31926,14899
35393,7262
221908,14705
221908,12473
104001,14365
104001,11963
54553,13
78501,5892
78501,3095
78501,20209
21630,15567
21630,17718
68902,17917
213658,9368
49931,12136
119950,19021
119950,13702
12145,315
80524,20370
81792,3566
81792,16593
81792,2026
214668,10858
42100,15687
42100,16410
57267,17345
46673,4781
68298,4698
68298,19403
75848,3826
85431,14336
118931,2955
54871,1297
84609,19526
67643,20801
67197,11978
84627,5021
130074,20368
130074,12937
130074,8548
42962,6090
42962,5126
42962,16996
91869,14790
91869,4199
37164,19829
53005,21054
64470,896
85444,10974
85444,16964
131673,6433
76120,14882
44621,21294
44621,6914
27885,6179
27885,11900
27885,7415
27885,9538
27885,16330
75843,21492
75843,4891
83779,7402
65739,15143
65739,12750
67295,10572
98547,12827
5657,12775
69058,8001
107112,18406
12163,20368
12163,18648
62098,4551
201083,17161
201083,6993
139640,368
139640,10312
216927,3737
216927,10698
41058,21100
5439,20896
61862,10025
61862,10974
91264,3058
91264,14160
102468,2850
74285,18125
61526,16887
37155,9443
6733,7722
6733,19246
72404,14495
72404,13498
210078,15544
210078,559
14558,4041
87444,13
87444,19451
77735,12027
67611,12458
94449,13504
94449,9208
14579,21526
64412,979
67624,10317
47272,21171
47272,19462
47272,2544
47272,6498
47272,6206
224231,12394
224231,20300
224231,17648
224231,15152
42555,8562
82403,10894
36730,20119
44687,19656
56571,18148
56571,1423
94830,10813
65741,2909
203417,10099
204577,10268
204577,4249
204577,4740
211772,11137
211772,13723
211772,18860
214619,3838
65190,7935
211829,561
76806,6589
76806,16705
103856,11127
15158,17698
53085,20
71591,18689
76239,13428
42980,9538
42980,2026
42980,12411
62991,19750
12461,4279
12461,13762
12461,20368
34371,938
209881,10813
98473,11832
204315,9651
204315,17246
10013,3410
10013,3932
10013,18030
10013,13672
77560,5564
80512,16844
80512,6364
211899,16996
129012,17555
129012,16884
68381,16301
12409,21477
12409,15057
12409,1386
130986,10178
10034,20368
10034,14711
113867,676
67898,104
13001,4626
13001,14598
13001,20579
78618,12190
125415,1289
68203,20103
68203,13075
158389,7159
120567,1462
69781,21411
69781,1423
54151,11703
104201,13135
104201,20177
54875,6749
46516,3978
46516,6040
211787,20705
44618,20446
44618,10002
211796,7402
211796,13744
106918,4514
42930,12655
42930,1494
61604,12136
61604,7206
215597,19856
5605,13762
5605,20745
102435,18491
102435,2043
10089,16875
209133,6317
131663,921
26247,12445
194838,20582
65714,10025
85422,6863
82351,7737
82351,8224
20469,19026
20469,3842
210479,1714
75846,20852
124601,16687
6401,8666
91026,7441
3312,20351
3312,20775
77024,19657
101099,5434
12161,9837
87324,1487
87324,16090
15187,13837
12485,4279
12485,20368
41038,1441
205798,20577
87429,10867
612,15110
612,21250
612,3872
71562,1352
87,1297
82561,1204
81271,18659
81271,16301
80744,21316
1587,3652
1587,5701
1587,17213
132528,1622
64089,16987
64089,6751
233753,12798
218524,13776
218524,8957
218524,4245
79886,9837
4744,193
4538,6390
4538,3200
73720,15357
73720,15217
73720,4025
156802,17906
76614,5892
97571,10583
94555,15405
123364,4199
135198,14705
105191,678
34735,19812
76643,18759
76643,21580
76643,16887
71753,6747
132550,20300
132550,7
69255,1021
69255,8433
85551,16996
85551,13928
85551,21003
85551,13380
85551,19403
21756,10099
94379,16167
94346,5473
94346,11703
6218,1833
6218,19812
34821,9443
10093,6971
10093,12431
132600,20764
132600,13
42290,9735
64096,8435
63265,597
63265,12603
31556,9837
125262,14434
218805,9348
218805,1916
218805,6943
218805,6842
212630,14296
34214,20410
44469,1409
5367,11454
58699,9069
80237,20838
80237,1099
71846,3783
80478,13259
80478,4591
80478,19353
93391,9073
31887,18525
31887,15428
22726,7862
71842,11412
71842,14509
89111,17752
116887,17366
88131,10974
84315,5665
62123,1025
153524,1409
153524,4853
62129,8552
80473,11547
62237,11711
72837,11971
42244,19748
42244,1602
98983,15010
95201,19563
95240,19320
95240,16152
95457,8914
95457,14370
73767,13172
117314,2986
117314,5992
10945,9443
10945,4041
3711,15311
3711,12691
3711,4175
71819,18453
71819,17829
97438,6120
82846,3965
90967,21097
45916,11895
82232,19951
101617,9545
84840,9837
109629,7191
109629,190
51481,16216
51481,3734
51481,9005
12298,4041
12298,6493
55402,896
2390,14177
52158,11330
14120,18887
75324,17654
124935,9972
102394,20932
45651,8429
130347,13
130347,3169
50414,18178
1265,3546
81191,20492
81191,175
74411,16252
36951,9837
217417,11549
217417,16994
217417,6813
84784,5496
84784,5915
84956,17305
57008,7409
61984,21570
61984,18295
61984,3907
76674,10176
78194,17584
195627,7402
195627,14764
36247,13469
36247,12691
66693,16496
138247,13544
71752,16106
115213,3601
115213,17859
34741,10553
34741,20252
5317,17453
5317,16532
81294,16140
198170,38
198170,6906
198170,17084
123186,3546
64070,15890
6682,18729
6682,5843
87769,15278
87769,2273
87769,817
87769,5292
80643,11581
209396,19951
3965,3652
3965,13216
3965,7202
49603,19628
81980,11407
81980,9515
81980,8306
81980,19176
81980,11503
81980,2230
1102,3965
121066,6747
152293,14070
152293,15657
197979,17018
7723,8335
11912,20368
11912,9461
230803,10608
62192,14155
85184,2188
2271,4041
153403,3003
153403,9497
64300,3162
99299,15278
99299,12455
94599,11623
94599,16540
115012,2986
104798,16353
49855,18200
12845,9291
12845,17213
66649,21119
66649,4468
66649,12224
66649,13928
66649,20300
66649,21003
73279,20446
73279,20212
72519,14266
117033,2775
117033,1173
54455,326
156197,9443
156197,21126
156197,17447
156197,12483
156197,873
5057,16964
195498,7676
80760,12691
80760,12846
33793,4776
33793,15751
33793,17169
42778,17877
42778,20231
42778,6559
49647,17717
1969,831
95574,8551
42858,9538
42858,6078
66672,2134
66672,9208
85106,4670
85106,20446
85106,15741
67754,9692
205070,15285
205070,6209
205070,19028
76661,4756
104852,7441
223515,16321
223515,2688
97867,5839
97867,4427
95585,4039
67770,162
196069,19797
196069,19127
196069,8557
112349,7886
62191,18579
208834,15251
208834,20091
208834,9735
22887,13831
22887,6649
85268,9073
100554,20979
216572,21256
216572,2883
48675,13266
76663,13628
76663,20193
95997,2188
95997,2774
86713,19521
86713,11547
80949,7306
80949,12804
4593,20730
80843,1767
80843,2170
80843,704
68736,6597
68736,20231
4595,9575
4595,8666
4595,3194
3905,13762
3905,600
124574,6749
4748,7935
194747,2071
194747,16291
9085,18655
62542,14899
67324,12691
67324,13761
72511,5202
112193,5022
113225,9837
80666,21266
80666,6405
66652,21375
69241,10553
34709,5202
64754,17067
29143,1816
152271,18681
152271,19266
152271,13469
136863,9666
136863,9220
136863,16045
80104,13068
86269,10624
86269,5591
217807,19831
64826,193
34787,13827
34787,7432
34787,3660
84855,1903
84855,8973
84855,3286
10986,14756
10986,10836
10986,6877
10986,17169
19552,18718
19552,18195
75129,1107
89214,9810
89214,4199
89214,21270
81179,19419
71735,14615
71735,6955
71735,17185
205505,871
226508,5557
226508,13135
78382,9443
78382,12691
43228,9538
5007,15311
5007,12691
61205,15439
61205,2242
88849,7848
66105,20604
153671,8236
153606,8619
153606,1099
153606,1022
153606,14423
84708,21016
48513,17701
158625,8435
158671,12017
102938,13144
48514,10924
78481,8913
78481,17290
78481,2405
78481,11527
78481,9890
78481,11179
78481,17142
45318,10578
121950,85
121950,2212
75642,18289
61918,11454
53129,15311
43032,3965
155659,20300
155659,18045
85144,20696
85144,9485
122130,7652
12642,11330
101242,8913
101242,8562
101242,2026
101252,20577
101252,9875
68029,1833
68029,7415
85012,19445
85012,7940
110682,13026
102927,5940
102927,16321
224920,13172
43236,4845
43236,7402
51503,456
138473,16505
79066,13676
79066,15698
91618,2026
83390,2924
77304,6203
85036,14689
85036,19321
68077,19812
119146,1833
34782,19812
3746,21635
209072,12689
31715,5933
69836,6240
4506,11454
4506,4731
4506,17694
156571,16321
156571,6439
128052,9152
154403,1215
73256,2499
73256,20148
73276,2071
73276,20446
71986,19413
71986,16505
59726,9922
64811,8685
224798,8358
224798,5095
224798,14398
74191,17624
74191,11908
88381,9837
14241,7677
14241,1553
36464,8449
34738,3965
34738,15335
34738,16527
48727,15797
227890,9972
55486,18180
94101,17808
215472,17923
215472,19250
61449,5071
61449,16720
5236,20368
5236,17242
66971,8449
128033,4861
153445,1833
73273,10371
99232,9155
48936,14637
125102,21416
125102,20649
110202,13543
4717,10026
78847,8666
78847,17016
88929,13219
12223,17213
12223,2086
12223,16686
210747,14839
210747,21375
115087,9220
71959,13
71959,19455
223318,2852
223318,678
123686,19812
85588,5892
14146,8169
51018,8261
51018,4345
94531,13669
94531,1527
224654,2843
227149,19439
14447,12814
14447,3837
202597,1064
202597,7722
14761,16964
98967,1040
7814,21521
7814,12533
84895,2026
104509,2026
47652,13672
126410,17792
126410,10815
1263,4041
1263,1640
71892,10553
201209,13222
201209,8547
14762,13929
14762,16546
85197,550
65570,14820
87777,1165
87777,21100
87777,1106
87777,18565
87777,15278
87777,5192
87777,12932
5259,3049
94611,3495
94611,11961
17446,16329
205179,16045
205179,4937
75982,15890
202017,9053
85200,19246
109535,17954
211280,14471
211280,21169
211280,11330
211280,19121
211280,3783
72836,2849
202722,20366
21298,14686
122197,3324
122197,11454
62486,4308
109600,13606
139492,7466
195426,21492
195426,4891
97140,16401
112384,3071
112384,20300
54454,21054
40163,11454
40163,20737
62566,20723
72158,7415
87892,14509
87892,10731
66115,11404
66115,360
21897,1449
21897,14242
153409,20490
153409,10029
98968,2774
98968,9837
66669,7602
66669,18203
218502,11391
129130,1654
64247,5040
64247,1297
61953,11
66639,17284
66639,13366
66639,8666
84436,21455
930,15606
930,8670
930,1992
930,4502
930,9301
930,19922
930,18461
154396,20382
154396,4342
116,13762
116,13936
25405,18308
85969,15106
5292,17378
224047,21597
212765,2026
68136,17623
64154,17744
64154,18141
135422,7759
135422,5362
65587,14509
34191,2095
106404,38
11383,5555
11383,2389
5337,15311
73169,1833
133153,2379
83044,20583
117074,18047
90266,4427
68137,3965
17415,5217
17415,18487
82252,6597
9758,8666
133,3546
134369,17085
80175,9837
115895,14705
115895,2990
59164,21556
34131,19812
86227,14350
86227,20730
86227,12714
139177,4093
80955,3365
218437,20143
218437,7472
218437,15852
218437,6286
83595,9837
61138,11468
134322,2670
30146,7684
30146,8308
87031,7920
116225,12906
34760,8913
82114,7415
50895,16494
50895,11029
77422,9127
208559,11444
208559,21126
17111,9837
8882,17727
8882,9830
8882,19266
86725,14106
2961,17453
2961,13672
72003,16301
89428,20368
89428,9505
105349,9841
33728,19657
75792,5040
75792,2043
35572,13654
3500,14398
98779,5278
9407,15543
9407,8593
36529,2026
76076,19325
76076,20604
62041,8666
1752,7613
90495,603
3381,2194
3381,20368
19880,10576
19880,11925
21554,9875
21554,1204
21554,13536
21554,6603
69433,9069
204740,16884
204740,19632
10431,12536
7666,14738
7666,18516
7666,1050
7666,4411
7666,4698
90301,20510
6952,16906
6952,10062
6952,5793
70280,15014
62702,15439
67592,10974
98764,15251
117829,14835
65425,7722
112603,5806
69946,5594
97591,19570
97591,2848
97591,21003
90736,16964
90774,9400
204944,19612
204944,8666
204944,4974
64372,17792
80963,13672
2338,13998
2338,17213
35596,21016
3801,13939
38932,10974
41659,15221
41659,7178
41698,9837
61098,19289
61098,56
82180,9321
82604,7343
100236,11700
97293,6203
212294,17011
219667,8880
9040,20151
9040,3241
212203,17345
212203,14364
130469,4339
76574,179
76574,8665
158168,14839
156554,11969
156554,17320
156554,10792
156554,8360
14300,8536
14300,18152
112876,10757
77780,21420
89220,10894
88927,21057
210602,15411
210602,15862
210602,1051
210602,6414
210602,15384
157903,16505
157903,6747
157903,17641
13890,474
81687,2860
81687,16558
81687,19968
68044,19419
68882,12027
2366,11454
2366,14625
61478,6507
3795,7371
52446,9852
5164,11893
5164,5528
5164,2359
278,14365
155641,10152
75200,18665
88382,9837
52457,21375
74338,1215
79889,15589
227443,13266
227443,3203
116754,11447
106706,1215
25904,11027
25904,8666
25904,18887
25904,21370
113291,16370
2915,3961
2915,18240
2915,14030
86882,8195
105844,11053
105844,10743
65633,7987
95845,9988
3641,5514
3641,2272
62532,5592
62532,16071
105846,2852
202875,19738
202875,11094
202875,20497
139172,16321
139172,20326
50838,15890
998,10038
90439,10165
64311,3586
64311,15574
196131,7977
205167,11450
205167,16374
219555,12344
219555,4535
219555,2107
219555,7256
219555,16505
71548,16163
61443,5172
156437,16243
211239,8685
211239,7191
883,8666
82679,18729
46390,9443
90558,6477
36886,7832
139173,16321
139173,6439
65659,9829
129168,401
108329,14127
107451,3817
72043,7244
85899,8182
85899,10166
85899,18237
51084,6749
126567,18860
126567,2065
126567,13835
100878,3033
100878,15278
201886,6072
201886,8562
205180,5820
112870,20577
210851,15731
210851,21057
210851,8914
969,5799
75585,21203
75585,7360
75585,15856
208550,18504
208550,1605
208550,19652
82631,1401
6234,3826
63823,21451
121622,20582
121622,18283
65631,17345
157965,16505
154828,16912
72066,19369
72273,15728
76619,7402
76619,21177
27245,9538
131485,15474
131485,1383
131485,6557
119878,10974
119878,16964
868,18644
868,6483
112966,4141
31372,16987
31372,12906
70014,2043
70014,14005
116565,20300
116565,12455
116565,8315
116565,21119
116565,19817
116565,4802
214308,6907
84550,17993
112941,13261
112941,8021
2786,315
81917,11469
65047,16505
65047,10175
75502,18403
75502,15686
63695,10553
82497,18632
91045,1215
84948,7814
208591,2899
214307,17016
214307,2847
214307,14522
133138,13477
75535,2026
70082,16505
13888,18450
131404,20661
6067,9222
127642,14906
127642,17872
112566,15773
156101,5915
197921,2947
40811,9837
2424,11893
2424,18313
62434,6969
78821,5021
78052,1988
72068,18221
57861,19576
106002,14509
120592,14993
120592,4199
5346,115
5346,13948
43143,11033
43143,8666
5560,17694
5560,12054
86756,21420
86756,3094
10570,20426
60835,9298
76436,15466
76436,7966
41099,2026
2164,4688
2164,10155
1529,9995
1529,7612
1518,13688
1518,13747
208594,17958
89535,7262
62429,6969
62429,4025
206382,14830
206382,8324
195743,18347
195743,7608
195743,7994
48240,8666
65624,13676
65624,15698
123684,7441
71542,334
121470,18335
70772,15999
46825,12329
224229,20241
195292,6637
107496,15856
107496,14653
107487,10261
127862,7920
65609,10596
65609,18860
105315,15606
105315,17729
105315,19293
82412,7191
18775,6930
18775,15074
18775,6383
205757,16964
205757,6433
205757,5893
154051,4669
14337,17213
14337,20653
26563,18914
91068,19596
67696,5166
46636,13530
67194,5894
66581,17763
81350,471
69923,17378
240593,19015
240593,8534
6305,8666
205403,13396
93227,2071
93227,16401
77437,13011
77437,5202
66910,11727
34627,18264
46340,18898
86062,8276
86062,2887
64830,7371
108464,2365
5124,6918
5124,9875
220433,11842
220433,20300
154454,20300
154454,13380
154454,21003
154454,13928
154454,9264
103228,3163
34110,9443
36895,21185
116261,19246
116830,2117
116830,20446
3898,12484
3898,10578
93461,18960
93461,21250
87210,11828
87210,11987
87210,16551
87210,17466
85065,9443
85065,8419
85065,9552
147051,21519
126025,13322
126025,18521
69247,11699
69247,17691
82567,21180
82567,12428
73791,12221
218529,16505
218529,12409
83586,10983
40587,18565
45073,17378
101502,10246
72513,7047
10992,8220
10992,315
10992,9798
133054,19702
133054,8302
62518,14933
93364,7537
51259,21099
83548,18010
85198,15311
125515,19812
114050,3601
114050,17859
121996,2899
9775,13672
9775,12197
106282,13477
106282,13713
106212,10717
125574,9348
125574,11243
52873,20212
93206,5207
104106,9837
14364,3620
14364,8293
14364,9707
14364,9158
14364,21101
50116,5983
91690,10033
91690,12226
69405,6315
69405,17125
69405,11246
69405,2043
68124,15890
82186,17148
25408,10002
25408,13720
75175,4787
84156,8054
95620,11732
61797,11255
205994,11700
108495,4096
108495,17125
63068,699
63068,8405
122160,11939
81955,14787
34813,19812
83550,19266
83550,2429
222846,21256
69861,6682
69861,654
127621,8559
46433,10624
43180,38
79472,6898
47818,8666
154370,678
123050,15327
215483,20436
93175,20212
93175,20446
45903,14509
69898,17092
61162,21407
21344,12706
21344,21376
44468,14140
44468,160
93970,6978
93970,19917
93970,14160
93970,6079
93970,3674
30191,9175
30191,20368
155649,16725
155649,202
86060,9837
71906,6704
71906,14503
71933,19266
225873,8666
205971,1055
205971,12994
205971,11961
61061,7181
36084,8016
2315,12301
2315,21415
47615,9972
66901,2979
118681,4334
118681,1210
80960,16749
118610,8913
90014,9215
90014,5790
90014,20090
64107,17345
37951,7393
37951,4219
75964,19632
61790,20322
61790,20045
73277,13428
37084,13521
41668,8789
41668,20140
86793,20801
93902,10080
66951,14247
66951,2762
99187,13593
203130,13380
203130,16996
203130,13928
203130,21003
71919,16252
71919,18681
119026,5486
97496,15050
218512,6988
218512,20300
97245,9255
97245,20300
69908,9759
13850,13455
13850,8666
84062,14509
46402,15279
134906,5819
123670,7441
123670,20179
21272,9538
21272,3298
61779,14713
80967,20740
77302,20011
77302,6079
77302,14637
82768,4445
82768,6648
87724,1496
87724,15574
87724,4199
87007,5493
87007,18506
87007,8370
87007,3603
87007,6779
100849,6716
119025,8781
45974,9414
45974,19306
124596,15464
14321,11454
14321,3145
14321,7230
14321,6206
109578,14693
125546,14864
125546,18402
84454,4408
84454,14851
84454,17713
84454,14912
155056,17256
155056,20664
60108,9837
92804,10920
77394,16576
77394,2193
18847,960
18847,19148
225968,15106
225968,11148
40671,2373
40671,2043
40671,20717
212751,13045
157926,15131
157926,7621
157926,9756
64157,11033
63238,12471
63238,17505
77404,3188
73284,17119
73284,13186
73284,6823
31401,10347
106427,13
44496,5936
44496,12226
109466,7415
119854,4176
77351,3171
77351,6621
158226,4202
5981,18860
5981,2224
5981,20426
63084,627
219993,15744
219993,20119
219993,16505
4052,18704
4052,9158
14301,14398
62148,456
79703,3903
79703,266
34882,17169
6686,2303
6686,18260
6686,5731
6686,11693
6686,9807
6686,20220
93204,3384
104521,12339
104521,15880
215467,2670
27453,4626
27453,2187
27453,19178
27453,4688
27453,1740
27453,16838
230637,9368
59563,390
126064,17640
126064,20508
77473,2108
77473,173
60600,2574
60600,15890
90908,7886
54478,21096
123629,8699
123629,2043
137220,8992
4957,15295
1360,5949
1360,14123
35605,390
91160,11371
91160,16321
76525,10141
71970,10696
68829,3488
68829,7537
73216,702
73216,9055
117146,7722
73759,16106
73759,10368
73759,13260
76526,567
76526,17914
218577,9841
13399,17169
61486,2758
34808,12582
103417,1116
103417,12808
114043,18506
114043,10380
114043,1099
153641,18974
153641,16551
153641,17466
153641,11096
153641,15192
85190,17490
80277,16154
80277,3021
124100,1833
86681,16788
81147,11027
124033,19120
124033,11454
124033,7693
124033,20300
7863,4345
14298,11777
14298,277
105924,19094
105929,3261
153571,11483
153571,1638
68876,13
78315,18335
126065,17624
126065,20838
126065,1099
126065,19325
126065,8471
126065,11795
59746,3075
59746,17137
61010,8666
54296,21077
68850,11703
153223,16652
80448,5202
78461,4781
85179,20212
85179,20446
137209,15368
137209,12689
69268,2543
91147,14818
95487,14370
95487,15295
1154,15311
100895,5265
100895,16505
64888,12105
210992,14557
71812,13
74984,13454
14756,10613
14756,20655
14756,11454
73272,11945
4000,14123
4000,21499
227938,20841
130385,8435
130385,9348
130385,6842
29153,19266
29153,5202
44458,4094
71908,3911
9784,5938
54605,9055
44461,10578
220860,14509
72048,18153
203140,11787
153297,11976
153297,10359
153297,11700
4063,18619
4063,18502
4063,12062
124510,16085
124510,3462
45940,979
45940,10150
154820,16261
154820,4308
64308,4639
10906,6799
10906,6156
10906,4244
96949,12774
96949,7748
14013,11330
3753,8849
3753,831
90905,9603
55269,898
86657,9837
5972,11919
5972,16546
5972,12706
78422,38
4074,15087
154247,13154
75711,16576
155648,8843
124572,18758
124572,223
124572,14629
124572,20410
134928,16321
134928,3261
56176,1622
218,4626
218,4688
218,17043
218,9443
44818,19008
80116,14370
214557,15731
85115,19305
36062,11711
224958,18082
224958,12023
86764,13133
114079,4393
65055,4766
70491,13250
70491,12604
70491,6715
72163,17777
106161,9590
202761,17112
123055,7706
123055,19447
123055,21611
4480,1748
4480,11454
82179,16401
82179,2071
73278,16206
38132,19991
124969,20473
87771,3573
4428,10539
4428,4860
4428,5158
4428,9972
4428,15407
72104,4249
72104,14713
7769,994
7769,4025
15134,9807
15134,6040
156541,17671
34820,3965
34820,21490
97412,15543
71932,13038
71932,2833
79024,16840
95409,5157
95409,21040
95409,7529
17776,5072
152309,99
61149,693
82743,12023
203797,401
40648,13297
3856,1833
71880,13888
71880,19951
63638,7832
95532,2188
66029,3040
66029,14899
66029,17972
61772,9537
125168,4891
125168,1645
125168,134
66001,12131
107078,2786
100627,5063
220805,14602
79078,18390
4930,16041
62540,13993
80421,16301
153227,13162
44887,11455
44887,17441
40379,979
48904,13600
91472,7415
233,7450
84011,20490
84011,9526
84011,13796
79500,11112
71749,8066
259,14899
52127,8666
90039,789
110751,21169
68007,13827
78469,7903
224028,4202
21315,15543
85930,19632
105903,20212
54410,780
54410,17594
212930,20092
212930,1615
212930,3487
212930,12016
158205,7948
158205,835
158205,10126
158205,18884
68807,6826
205493,15023
85141,3955
85141,5892
85141,6357
14362,21371
73800,5529
73800,8541
