show_id,production_company_type_id
80743,17233
97180,17805
97180,18424
60572,19276
60572,19266
60572,18681
60572,18193
60572,21548
60572,11410
42035,6969
85949,17233
85949,15801
85949,20306
85949,2554
85949,13031
32798,20094
32798,7197
32798,17233
31251,8253
31251,14123
31251,4760
95,13957
95,19307
95,11849
95,11027
64432,12937
64432,10258
64432,20368
114868,10929
114868,11667
114868,6664
114868,16549
114868,9128
114868,18566
114868,10813
4686,1553
63333,10455
1411,11826
1411,14906
1411,11454
97186,11027
97186,17045
97186,7241
97186,7670
97186,21508
46298,9538
71411,19056
71411,10957
1415,10728
1415,17233
120089,12586
120089,17358
120089,18193
120089,19266
120089,4324
120089,17727
71740,14398
18347,9278
18347,452
18347,18981
18347,16079
18347,3652
18347,20368
46639,19008
46786,16002
46786,3117
46786,20368
46786,17949
112888,14764
112888,13976
112888,7402
79744,21082
79744,14495
79744,9348
79744,12785
79744,4334
68507,16380
68507,14655
61056,19228
61056,14495
89247,1497
89247,15433
89247,11454
890,8014
72305,14266
61664,8521
61664,14604
61664,7726
61664,14168
75758,6947
75758,31
75758,9703
75758,17803
75758,2488
117581,3957
117581,2866
2098,10685
2098,11454
86430,9906
86430,17233
80240,18891
80240,9846
30991,19812
30991,20231
30991,14401
79699,17661
79699,14398
92685,4308
92685,6436
60573,13091
60573,5166
60573,20096
60573,15618
60573,3152
92830,8802
39340,8867
58474,19206
58474,3668
60743,10685
60743,11454
4629,3200
72637,7529
72637,661
72637,3746
92396,18891
92396,15153
71789,17233
76773,19228
76773,14495
153312,6782
153312,4853
153312,8132
153312,3618
69629,11027
69629,5022
69629,15555
69629,6741
69629,5420
69629,6861
100834,4891
100834,2745
100834,5672
85723,14040
85723,11984
85723,11855
85723,21579
2085,12472
100049,12582
100049,6664
100049,20990
100049,18193
100049,18566
100049,3311
5371,14123
5371,4760
1973,2858
1973,11027
1973,6658
90461,4308
8358,2858
8358,13034
66573,9822
66573,5166
66573,20368
79696,11454
79696,1457
79696,20368
79696,2621
67136,11027
67136,17235
67136,1327
67136,21508
97175,13017
97175,19509
97175,7156
87784,641
87784,13672
87784,6784
87784,20339
66292,16037
66292,18916
66292,5516
66292,10524
66292,16749
66292,13091
64464,11454
64464,14906
64464,17294
655,13672
84661,4321
84661,17045
84661,1862
97546,3324
97546,11454
97546,20368
97546,18801
89456,4512
89456,9875
89456,1553
52,15087
8592,20368
8592,16326
8592,9822
8592,5166
37606,11573
37606,11243
37606,1553
62285,18745
62285,5022
62285,14495
62285,8518
86031,5202
86031,17727
61923,4308
61923,6436
114410,14266
114410,4324
45790,9321
45790,4324
45790,6664
73375,13672
73375,16505
73375,547
73375,9701
73375,3809
73375,17704
73375,18177
67195,6741
67195,5420
67195,5022
67195,6861
67195,16111
67195,13026
103768,7562
103768,1614
103768,11454
103768,15433
1420,15051
1420,1568
1420,10315
1420,11027
61617,11454
61617,1553
71790,3652
71790,17233
79501,1497
79501,11454
79501,1170
79501,15433
21510,12075
21510,771
85720,14460
85720,8080
85720,8859
126280,7530
128839,19591
128839,20368
79788,19716
79788,11454
57706,3965
115857,5810
4589,2858
4589,17048
4589,11027
4589,1370
47665,7717
47665,547
47665,11984
96462,7402
2490,15733
2490,9972
80623,5202
83095,4948
83095,2730
83095,19158
83095,19650
83095,17218
83095,16527
83095,9128
83095,18471
83095,5041
83095,3311
4616,11964
80968,7820
80968,19164
54671,14393
54671,5161
45815,9837
74016,13202
74016,11027
74016,5166
82596,4853
82596,19667
82596,1982
4327,18213
4327,3548
4327,11033
65844,3965
65844,9890
65844,2195
60863,10625
60863,10813
60863,5670
60863,14179
60863,17727
42444,9443
79525,6873
79525,16281
79525,14933
79525,15324
54650,6571
54650,1786
54650,9111
54650,17233
54650,8495
2384,20368
2384,14711
67070,17144
253,1863
253,13672
4336,11424
4336,1496
4336,10713
42671,7737
42671,11455
42671,18622
42671,14805
56296,6943
56296,1667
76719,7840
107113,21508
86423,3809
86423,9387
86423,20129
72750,11261
115004,3044
115004,18010
115004,13091
115004,20974
115004,19204
115004,1408
87689,6125
87689,8341
62017,16505
62017,14040
62017,7521
62017,20903
62017,5172
65708,9416
65708,14040
71024,12173
71024,16229
71024,12038
71024,19836
900,2272
79680,17977
79680,852
79680,1240
31268,8235
31268,17661
10283,8285
10283,9776
10283,13026
96648,13976
96648,7402
604,10685
604,21250
82739,17358
82739,20179
82739,17447
82739,9890
82739,8419
82739,15743
82739,5342
82739,6075
17610,4253
17610,265
17610,17233
34967,15333
34967,5909
34967,8076
34967,6301
1431,732
1431,7751
1431,17233
61175,1553
90027,16505
90027,6947
90027,5105
90027,815
18011,14398
62823,20204
62823,11207
62823,15495
61459,9538
124834,9129
94305,8887
94305,19382
80986,3407
80986,1497
80986,11454
80986,15433
90937,7556
90937,17727
61852,4760
63407,14398
105009,7441
31072,14398
83100,19779
83100,14266
83100,15288
83100,14660
69061,872
69061,641
70828,17018
7842,19922
7842,4041
66203,7529
66203,3241
64230,15752
64230,16099
64230,553
64230,14553
64230,5969
90669,10776
2352,17448
2352,7358
2352,6807
2352,18195
62650,20368
62650,4279
105248,20723
105248,7444
105248,9756
102966,9127
86248,5166
4658,12311
81354,19991
81354,15272
81354,15525
81354,4654
6040,1553
33217,21250
33217,15433
33217,10685
93740,9701
93740,7710
71738,11027
71738,19206
71738,21508
67075,7014
67075,6664
67075,18566
67075,6075
67075,6878
67075,20990
67075,18193
1778,14123
68267,7692
68267,11897
68267,12584
83097,17358
5178,193
1215,4809
1215,18887
605,17986
605,1923
605,13672
60948,21015
2309,12604
2309,6715
2309,14123
71578,3652
66084,15824
89393,8422
89393,15272
89393,21508
109958,10190
109958,5909
109958,13672
79649,1993
79649,1457
1044,8666
1044,2026
1044,6813
74204,4532
74204,7568
74204,15791
74204,1423
74204,13051
125910,4636
62110,18345
62110,6878
62110,21256
62110,14509
4313,1985
4313,1703
4313,9336
4313,11454
74440,15433
74440,21250
74440,15443
74440,7044
74440,7334
34391,15085
34391,19340
98986,11222
98986,1058
98986,11193
63109,4345
63109,8261
2710,5166
2710,7681
2710,13026
131927,18887
131927,10456
131927,7758
131927,786
92782,20143
92782,5613
65249,7409
79240,8151
79240,15433
79240,11454
888,3415
888,3423
73021,8765
50825,16272
50825,20094
50825,1681
50825,11027
92967,14932
12313,259
12313,6520
39852,12937
39852,20247
39852,1327
39852,20919
39852,9756
91557,5820
91557,14734
1600,10391
1600,13767
1600,19137
1600,14123
1621,10949
1621,20610
1621,4195
89905,13222
89905,8547
18123,21250
1426,8666
63210,11909
63210,5117
63210,2849
63210,998
2290,5296
2290,3200
2290,20287
2290,3652
93812,1862
93812,6114
93812,1759
93812,788
1695,5861
1695,17860
1695,20368
1695,17453
1695,14030
1695,452
1695,12937
1695,4334
61223,8016
61223,14610
61223,17727
61223,9270
3763,3241
3763,7416
3763,14937
80350,20368
80350,13370
80350,16770
4239,17213
897,1553
1404,11454
1404,5117
1404,1742
4500,10689
4500,17158
252,16119
252,5166
252,13672
252,17233
42589,20123
64513,15272
64513,19366
64513,13026
64513,19991
64513,21508
64513,18084
64513,8495
66276,12404
61663,7409
2317,11027
2317,10445
46261,7409
46261,21621
1516,18422
1516,20368
1988,13217
1988,7060
80169,2209
82747,11897
82747,16505
42705,9538
42705,14266
61859,8666
61859,21427
61859,18269
70593,17345
83125,4056
83125,4263
54344,11454
33907,20119
33907,10455
60802,2304
60802,547
60802,8076
60802,852
3570,9443
3570,12691
3570,10643
110290,12735
4630,12604
4630,12173
4630,14123
14141,11454
97513,19984
14814,7003
14814,6747
14814,11598
64122,18130
64122,15694
64122,5747
83867,8802
67133,10703
67133,17233
67133,6272
67133,8151
89901,18010
89901,641
89901,10941
89901,5316
98387,14398
98387,7753
98387,4828
76331,10600
76331,18113
76331,6479
76331,13091
902,19266
902,9830
2426,13957
2426,19307
2426,11849
2426,11027
95396,3462
95396,5911
95396,5632
67026,6861
67026,14495
67026,1784
67466,5022
67466,1742
67466,4334
72002,1742
72002,17233
1274,13091
1274,13372
63767,14764
7225,11520
1781,21604
1781,16041
1781,18461
607,1553
607,4041
96316,5202
96316,10813
96316,10643
96316,16338
66330,10974
105971,1597
105971,8802
32726,11027
32726,10624
32726,16196
32726,12288
32726,9710
99071,16088
537,12160
537,7269
537,20361
537,15960
537,14123
127235,14705
127235,6861
71663,11454
71663,13354
71663,1497
80564,14266
80564,14660
65820,12934
65820,6114
86374,17000
86374,12897
86374,3905
86374,1581
86374,3586
108978,16505
108978,9701
108978,13672
1855,13672
96160,7402
1996,4041
1996,3018
95403,11826
95403,16505
95403,11454
62741,5202
62741,16502
93846,8675
93846,7402
83639,21413
83639,18871
83639,1466
83639,1389
433,3484
433,11454
42573,9443
78722,14398
6357,7751
6357,19169
36250,10625
46533,15333
61418,11454
61418,10268
61418,2551
61418,19036
61418,17233
100,2689
117376,7402
117376,193
2391,4779
2391,15205
2391,13091
106651,9702
64196,9538
62852,9556
62852,16219
94664,9569
94664,17142
94664,6075
94664,16527
94664,9890
94664,14456
94664,17727
94664,5342
94664,16678
34899,17701
82104,12934
65294,17917
65294,13672
65294,16818
65294,1423
65294,17199
110070,17358
110070,20179
110070,12101
110070,6906
110070,10813
110070,6559
110070,19723
110070,2260
110070,2973
96713,13051
96713,4215
37863,6906
37863,7014
61888,11027
61888,13417
110642,19918
110642,5202
110642,5264
113036,15272
113036,8422
113036,21508
85801,11788
85801,3946
85801,3241
31295,2243
43020,1153
43020,1730
43020,6574
43020,1622
186,7937
186,603
66398,17661
61345,9660
74387,12982
74387,852
74387,21038
74387,1204
48865,11454
48865,7085
48865,17233
119243,14123
119243,8114
119243,34
69291,7767
69291,8873
69291,5875
69291,17447
69291,20410
69291,14644
31654,9443
46994,9222
46994,12626
75191,14040
75191,18889
75191,1784
62687,20094
62687,18331
62687,17233
32692,7751
32692,21429
32692,8468
114472,20143
114472,5613
60957,9922
240,18195
240,4437
240,2454
240,12235
12782,14398
82700,13841
25707,12712
65988,6943
65988,13950
65988,9387
65988,15466
68349,10974
61593,16785
61593,9875
61593,20676
56998,9538
56998,15818
56998,18420
56998,18514
56998,21558
4588,2002
4588,1317
4588,6026
4588,13815
4588,11454
4588,5909
54155,11598
54155,16505
54155,17977
54155,12331
60554,8802
60554,1597
49010,812
49010,5930
49010,11122
49010,5158
49010,6506
49010,19892
2875,13672
61709,9443
110356,312
4229,4041
4229,1553
3475,6515
93149,15214
93149,17186
93149,9890
93149,19158
80748,4279
80748,20368
80748,17233
2129,4883
2129,4791
2129,14123
2129,6715
80307,15744
124364,3441
124364,1894
124364,3764
124364,3200
88040,18345
90660,20715
90660,2036
90660,8873
90660,20990
90660,10813
90660,14488
90660,4017
1427,14722
1427,6047
84200,21250
1877,4308
1877,19391
73107,15618
73107,10904
53425,9847
53425,19891
53425,13026
53425,3274
2996,8666
62704,7687
62425,5343
73411,641
73411,13672
1660,3304
1660,3018
61733,11027
61733,2858
61733,17087
61733,18954
61733,8495
1417,11027
1417,15272
1417,8422
75214,7767
75214,8873
75214,17447
75214,20410
75214,5670
75214,15661
1406,17071
1406,13091
1406,18441
1406,13672
81355,12438
81355,15862
81355,4344
81355,5093
81355,4763
2673,11454
2673,5117
2673,1742
70453,9348
70453,19021
70453,10524
70453,8298
70453,15769
3854,4437
3854,9227
3854,18813
3854,3652
32754,5909
32754,10385
32754,10315
32754,815
68595,10554
68595,9055
68595,20300
68595,4775
68595,15222
88236,3440
3498,18716
76231,19991
76231,13026
76231,5359
132559,11897
28136,3965
28136,21490
28136,597
28136,14509
79732,11897
314,13672
1423,21082
1423,14428
1447,12937
1447,18316
1447,18894
1447,21135
1447,20368
130392,13172
130392,16933
120911,16505
120911,8317
120911,1862
120911,13202
120911,13616
116135,3200
116135,672
116135,17912
2328,19026
2328,9515
2328,5094
2328,2975
2328,10238
2328,15311
2328,11046
2328,21368
2328,5301
2328,9348
2328,3241
2328,6842
9687,15252
9687,13625
9687,16045
9687,9626
9687,20717
9687,671
9687,17513
9687,7147
580,13672
112163,11188
67773,13388
67773,9387
67773,20129
3452,14926
3452,10245
3452,13672
2675,3241
2675,4308
79410,256
62273,8913
56295,20295
56295,19010
56295,7538
97400,10190
105556,20265
105556,18681
105556,11641
88055,3274
88055,3104
46901,14398
38693,3840
38693,17658
38693,16978
84977,20368
84977,14868
84977,19667
84977,5166
84977,5198
82684,1502
65143,9812
111110,17977
111110,6962
111110,11984
57532,6863
57532,5480
57532,14123
606,207
95269,18345
95269,6906
95269,7415
95269,8873
95269,6702
95269,12426
83121,7409
2723,1553
2723,9875
94280,1553
34415,16651
34415,12075
34415,8921
65555,6203
46028,14937
46028,18716
68315,20204
95281,11432
95281,18886
45,8666
926,4041
62428,9443
96203,17623
97727,4495
97727,8926
74682,11102
2660,5842
2660,1553
2228,11454
2228,13815
70796,5172
70796,4882
70796,16505
67116,11454
67116,5061
67116,10527
67135,15845
67135,11027
113901,8074
113901,12168
67126,15363
160,1311
160,12443
160,10723
160,876
160,12625
160,18942
98123,5434
82,5909
82,11454
66786,3652
66786,8911
66786,17841
66786,4524
66786,20368
114695,20143
84669,15288
84669,9338
84669,7415
86836,12965
31724,19812
31724,20231
31724,11179
31724,10813
31724,1178
31724,13566
35790,9538
35790,10643
42509,8016
4482,17213
4482,1602
83659,12584
99778,14266
99778,9882
99778,17773
99778,14660
99778,3311
1414,12075
1414,3652
1414,18195
3322,5337
3322,12250
98754,19104
33623,18813
21494,11454
67683,7675
76747,9725
93484,1795
93484,15884
93484,13830
47450,1220
47450,322
47450,8887
68878,10099
68878,20968
30983,5202
30983,12907
4018,20368
4018,265
68716,14495
68716,5022
68716,21228
68716,694
3022,18450
3022,14123
3022,6715
90814,17683
83851,16037
83851,5516
83851,12052
69470,4111
69470,10385
90855,9443
86850,370
86850,8666
67557,20291
67557,16505
38974,5416
38974,18716
2942,7455
2942,357
2942,18887
2942,4623
2942,2949
2942,8481
5148,3200
2207,8666
97617,5009
97617,20179
97617,9890
97617,15818
97617,5342
97617,3250
97617,3808
97617,8419
97617,10922
97617,6559
97617,6702
97617,19357
97617,5967
1436,3652
1436,7622
1436,10728
1436,4272
1436,13026
73321,14170
73321,3623
112836,21148
112836,2952
112836,5767
4610,6086
4610,18716
59427,19340
73777,14398
80828,13957
61611,11303
61611,1767
65495,13026
65495,478
65495,18601
65495,12488
65495,13473
104819,20188
104819,408
82816,14906
82816,8816
82816,11454
4345,14048
4345,13119
44305,11897
17572,4308
62816,6581
62816,8211
62816,14495
197067,14364
197067,17345
4608,5591
4608,5484
4608,20368
111803,18129
111803,19548
60694,11775
60694,4093
60694,10192
1481,1923
1481,8435
1481,15252
72517,18345
72517,9890
72517,20410
66857,13672
66857,10949
32351,19433
32351,5528
32351,5731
32351,4140
98034,9443
86382,17233
86382,18741
86382,16109
720,4308
1422,17365
1422,11454
64706,8913
79008,9125
873,20368
873,19310
106541,191
106541,19782
40293,16469
60808,9538
652,21250
77240,9321
77240,15023
42025,2662
4429,3241
4429,4308
96580,12937
15819,7953
15819,12937
136315,13026
136315,1708
1063,10191
918,11027
12777,14398
68129,14266
11721,14398
33765,9248
33765,698
33765,7799
33765,10238
9160,9443
111141,11454
111141,440
111141,6026
61389,5202
117488,9348
117488,16087
117488,5540
117488,18887
117488,6842
85922,5166
85922,16326
85922,6327
48462,8675
48462,17012
45140,21250
45140,15433
45140,10685
64710,7014
64710,8877
90282,12210
90282,16749
90282,3885
90282,18172
90282,16002
4620,12937
4620,20368
4620,452
79434,14764
79434,7402
79434,19543
35753,8913
94796,7402
94796,14601
15655,891
15655,452
849,8666
79141,20844
79141,15083
4238,18195
4238,3652
4238,7751
4238,17233
64684,9694
64684,1148
64684,8666
64684,1993
64684,15683
1558,17453
1558,2815
66190,5022
66190,14495
66190,6024
88640,1742
88640,13672
88640,17045
12965,14398
1432,18308
1432,11454
1432,11004
1432,8766
87763,4891
99581,18976
99581,15139
14929,13950
2131,3872
2131,15110
63145,20123
2913,12620
2913,14123
2913,9192
2913,1238
88803,12586
88803,10643
88803,19779
88803,13469
88803,2119
88803,14266
61752,21621
61752,10929
61752,10747
61752,6719
61752,9538
62649,20368
62649,19548
58981,18831
58981,14123
96777,4673
125988,8887
125988,4272
125988,6784
83631,13026
83631,18601
83631,18123
93785,7820
70637,7441
70637,9890
70637,15818
70637,9233
70637,19723
70637,2260
6782,7799
6782,15320
86034,8391
86034,8016
86034,21426
86034,20410
86034,16290
86034,6075
86034,11109
86034,15818
86034,9233
86034,7030
86034,223
86034,2816
62858,6947
62858,12937
65648,19633
65648,21558
63764,20968
63764,9127
84452,2782
2405,4041
2405,1553
87527,17345
2260,1124
2260,2662
2260,2663
2260,9055
81046,16083
81046,19024
81046,8626
62822,9972
62822,6047
62822,8887
2122,11027
2122,16326
2122,20096
2122,5166
49011,11454
49011,7619
67389,8913
67389,7899
67389,11455
42916,8913
82809,20968
82809,9127
121,8666
79818,7115
79818,3175
79818,5006
107124,5909
107124,21250
5835,15189
88061,15214
83596,4828
83596,14398
83596,7753
71715,5909
71715,20368
45783,10625
141,13672
141,20754
1126,13148
1126,2039
1126,7270
71769,641
71769,13672
46928,4308
46928,18972
45016,5774
45016,13463
123249,17358
123249,6906
123249,20179
123249,6559
123249,8419
123249,5342
123249,3808
2355,4308
2140,19384
2140,8625
2140,18065
2140,20748
62517,1894
62517,9373
62517,17233
75208,6451
75208,6597
75208,20179
87917,16501
87917,3652
18197,9446
18197,15025
18197,537
71116,14906
71116,11454
63623,21151
63623,1985
63623,1703
81349,13026
81349,18742
114501,8005
99588,6715
99588,8943
91275,17233
60726,10527
60726,11454
88516,17098
77236,16380
77236,2021
194766,16505
194766,18010
1435,7751
1435,14040
1435,9906
86848,17233
86848,9906
136283,8675
136283,7402
79622,8816
79622,5747
90447,7534
90447,7402
32226,979
39269,14495
39269,19228
39269,2349
65676,16174
65676,7432
65676,7415
35935,18681
35935,18622
5739,13957
1428,19246
96444,7469
513,21250
513,10685
99494,7402
99494,7191
85021,12323
85021,5055
2287,17511
2287,10780
89844,17246
89844,625
89844,9208
66871,15086
66871,1993
69998,15153
69998,10099
79086,4334
79086,17275
36,20918
36,750
36,14926
36,13672
36,17233
129035,18061
129035,8887
210232,15272
1940,7687
1940,10949
60585,9148
60585,8921
60585,16505
1410,4524
73544,17678
73544,6144
73544,2190
117023,9691
62699,19104
62699,18303
62699,16518
61671,20368
61671,5484
93287,15443
93287,7044
93287,1497
93287,11454
88052,9660
88052,19244
2327,3652
2327,2492
2327,18195
2327,5354
2327,3486
2902,18887
2902,16350
2902,11617
2902,1667
66433,17108
66433,7537
549,4279
549,20368
549,452
100412,7585
88046,9321
88046,15622
88046,16321
88046,16338
88046,17186
88046,10643
88046,10813
79863,20756
79863,13952
79863,21151
127865,5820
92468,20523
4615,20368
4615,14141
4615,15210
4615,11964
4615,4884
46511,6047
114395,19563
114395,19543
1830,5909
1830,11454
116450,8867
116450,4513
116450,12387
1777,14937
1777,17453
4271,17825
4271,13625
4271,17770
4271,10773
197588,1002
197588,15273
42295,20529
42295,19164
42295,5891
51019,12417
51019,14906
51019,11454
88324,13310
73467,759
73467,3103
73467,9734
3137,6431
3137,11454
82282,14398
15079,5416
15079,8417
15079,18716
112314,8151
79084,19991
79084,13026
236,11454
236,19626
1615,4308
128883,7402
128883,7534
424,16469
424,9122
346,4308
68073,6715
93811,8135
91977,3507
91977,10600
91977,18113
45094,2492
58539,14398
62413,1667
16830,4781
82585,10099
1087,8593
1087,13871
5687,20975
5687,4041
5687,6221
96129,10589
82424,17792
5459,14398
108296,6228
108296,444
71225,21556
155537,8682
155537,16547
155537,18889
155537,11031
155537,1956
14396,16546
14396,1757
2437,6067
2437,427
2437,673
709,9875
709,4186
709,7959
709,13536
709,1204
709,3652
94810,1553
94810,12173
66825,4345
66825,8261
903,9972
