vote_count,vote_average,show_id
2,6.0,107601
2,8.5,22278
2,6.0,73801
2,7.0,55536
2,7.5,35659
2,3.5,9355
2,5.5,117786
2,4.5,202500
2,1.5,223078
2,7.5,211047
2,7.5,110174
2,6.0,79234
2,6.0,9384
2,8.5,9337
2,6.5,4874
2,8.0,211007
2,7.0,116003
2,7.5,14872
2,5.0,207737
2,1.0,127194
2,6.5,73845
2,6.5,116100
2,4.0,116012
2,4.5,20762
2,8.5,73663
2,9.5,64564
2,7.0,93621
2,9.0,93634
2,9.5,10698
2,7.8,91262
2,7.5,228516
2,7.5,219271
2,5.8,73635
2,3.5,4831
2,5.5,14925
2,9.5,195816
2,6.5,14845
2,1.5,99364
2,5.5,40933
2,5.0,99355
2,8.0,99371
2,8.0,219224
2,6.0,73615
2,6.5,79260
2,8.0,16472
2,8.5,120796
2,8.0,93664
2,7.5,14954
2,2.5,120708
2,6.5,41155
2,3.2,14941
2,7.5,93641
2,8.0,225472
2,7.0,136831
2,9.5,20784
2,8.0,93618
2,6.5,79226
2,6.0,216441
2,8.5,120781
2,7.0,5866
2,5.5,73850
2,5.0,93609
2,10.0,41140
2,6.0,211034
2,5.0,99308
2,7.0,41168
2,8.5,195891
2,2.5,81815
2,4.5,209462
2,7.5,228499
2,8.0,73639
2,10.0,116006
2,5.5,135865
2,7.0,81825
2,10.0,81961
2,3.5,41199
2,8.5,215789
2,8.0,207770
2,8.0,135887
2,6.0,28171
2,4.0,22215
2,4.5,116092
2,8.0,99373
2,5.0,68905
2,6.5,64502
2,7.0,135823
2,5.0,99312
2,7.0,22211
2,7.5,93623
2,9.0,209477
2,6.5,25556
2,7.5,41181
2,8.5,93616
2,1.5,43911
2,3.0,9400
2,9.0,567
2,1.5,112096
2,8.0,73636
2,2.5,81849
2,5.5,2635
2,6.0,82043
2,8.0,93617
2,8.5,14930
2,5.5,2668
2,8.5,233568
2,6.0,82016
2,9.5,82077
2,6.5,81844
2,6.5,99304
2,7.5,120422
2,4.0,14967
2,6.0,10609
2,7.0,86564
2,7.0,81865
2,5.0,10629
2,10.0,86599
2,5.5,219081
2,1.5,82047
2,6.0,53645
2,7.5,120477
2,8.0,228448
2,4.5,123811
2,10.0,209423
2,7.5,559
2,8.0,195833
2,1.0,86592
2,5.5,92203
2,1.0,132041
2,8.7,71571
2,8.0,25501
2,5.5,57556
2,8.5,81840
2,7.5,123846
2,8.5,60656
2,7.5,53619
2,5.0,123834
2,5.2,43916
2,5.0,2627
2,7.0,115945
2,8.5,228979
2,6.0,82011
2,10.0,81858
2,9.5,123900
2,5.0,219082
2,3.0,225443
2,6.8,53664
2,6.5,135809
2,8.0,94704
2,3.25,129747
2,6.0,53641
2,7.5,2606
2,5.0,82027
2,5.0,524
2,3.0,14995
2,9.5,10634
2,9.5,93645
2,4.0,2615
2,9.0,60647
2,8.5,127153
2,8.0,9326
2,7.0,43903
2,9.5,40931
2,4.5,115966
2,10.0,60606
2,7.5,53622
2,6.5,93686
2,7.0,225428
2,5.5,50006
2,10.0,38834
2,8.0,115936
2,7.0,9330
2,6.5,10696
2,8.0,209412
2,10.0,117718
2,6.5,54190
2,4.8,57512
2,3.5,221659
2,9.0,115968
2,6.5,2678
2,5.0,127164
2,6.0,82091
2,6.0,131199
2,8.5,40994
2,7.5,127195
2,10.0,123824
2,7.0,9371
2,5.0,40922
2,7.5,43953
2,5.5,40967
2,7.5,2639
2,1.5,221610
2,6.0,117731
2,10.0,233688
2,6.5,40989
2,6.0,209407
2,8.0,130156
2,4.0,4888
2,3.0,131159
2,8.0,41184
2,10.0,50014
2,2.0,86533
2,7.5,5814
2,6.0,38853
2,4.0,81862
2,8.0,86519
2,5.5,9301
2,8.0,93663
2,5.5,93675
2,7.5,215750
2,4.5,40943
2,6.5,38885
2,6.0,43910
2,5.5,38882
2,7.0,9325
2,6.0,43937
2,7.5,40949
2,8.0,60608
2,4.5,209486
2,4.0,206427
2,9.5,82098
2,5.5,16465
2,7.5,40955
2,9.5,2700
2,7.5,9315
2,8.5,115946
2,6.5,82057
2,7.0,9370
2,6.5,209498
2,9.0,65203
2,6.0,206485
2,7.0,136830
2,8.5,206488
2,7.5,115928
2,5.5,117717
2,1.0,115919
2,8.0,20825
2,10.0,94963
2,9.5,207740
2,6.2,98886
2,5.0,228429
2,9.0,46814
2,9.0,43990
2,4.5,6986
2,1.8,130125
2,5.0,3499
2,8.0,100209
2,5.5,72996
2,9.0,65205
2,10.0,119259
2,8.0,63998
2,6.5,20815
2,9.0,103226
2,7.0,95072
2,6.5,98879
2,9.0,98874
2,5.8,72951
2,6.2,46806
2,6.0,103212
2,9.0,115972
2,7.5,57597
2,8.5,38808
2,3.5,65231
2,7.0,228238
2,5.0,98828
2,9.0,46040
2,6.0,84210
2,8.0,45289
2,10.0,235884
2,7.5,131118
2,5.5,119216
2,7.0,103237
2,6.0,65270
2,4.5,6936
2,5.5,94927
2,7.5,95040
2,10.0,98848
2,9.0,31641
2,2.0,72958
2,8.5,136861
2,10.0,216396
2,8.0,210623
2,7.5,98900
2,9.0,98844
2,4.0,3464
2,7.5,100096
2,6.0,95740
2,6.5,39649
2,9.5,95048
2,8.0,6927
2,7.0,94915
2,5.5,103203
2,7.5,95051
2,9.5,39671
2,7.5,72934
2,6.0,103227
2,10.0,95088
2,5.5,94952
2,6.0,57894
2,9.5,87624
2,7.5,95758
2,6.0,214967
2,7.0,94933
2,5.0,72952
2,6.5,103269
2,8.0,38697
2,7.2,65266
2,9.0,94989
2,8.0,87607
2,7.0,82000
2,4.0,63943
2,8.0,95095
2,7.5,45244
2,7.0,214952
2,5.5,103239
2,5.2,212318
2,5.2,65264
2,3.5,210625
2,8.0,45300
2,6.5,6691
2,4.5,87683
2,3.5,78290
2,8.5,45331
2,7.0,87621
2,7.0,40532
2,7.5,210640
2,6.0,87697
2,2.0,119693
2,5.0,63642
2,5.0,117775
2,3.5,206500
2,9.0,63965
2,1.8,63945
2,7.0,136893
2,5.5,94959
2,8.0,63907
2,8.5,29692
2,10.0,98801
2,8.0,103215
2,8.0,100733
2,7.0,100788
2,7.0,214956
2,10.0,95788
2,5.75,95704
2,8.0,87606
2,8.0,98869
2,5.0,100780
2,5.0,87682
2,3.5,103251
2,8.0,87679
2,4.0,78267
2,5.5,65260
2,6.0,210638
2,5.8,3496
2,8.0,120748
2,5.5,72987
2,6.0,95701
2,8.5,207562
2,8.0,109987
2,8.0,78276
2,6.8,65258
2,9.0,87645
2,9.5,72989
2,8.0,119650
2,4.8,52255
2,7.5,119694
2,6.5,38661
2,8.0,231954
2,10.0,101180
2,10.0,231963
2,5.0,23509
2,4.5,210608
2,7.5,100786
2,10.0,136890
2,6.5,111195
2,7.5,109907
2,6.5,13749
2,7.0,231955
2,6.5,216395
2,6.5,13727
2,1.5,84217
2,6.5,37734
2,7.5,45229
2,5.0,39109
2,4.8,23589
2,3.5,95721
2,8.5,56388
2,7.5,45236
2,7.0,13714
2,5.5,13763
2,7.5,219235
2,7.0,101103
2,9.5,100934
2,4.0,95015
2,8.0,109955
2,8.5,100992
2,7.5,206929
2,6.0,101141
2,9.0,158808
2,8.0,84254
2,10.0,78224
2,9.0,55502
2,7.5,13775
2,4.0,14906
2,4.0,212383
2,6.8,111186
2,10.0,100769
2,6.5,158836
2,4.0,101147
2,6.0,206997
2,7.0,56389
2,5.25,20703
2,10.0,215788
2,8.5,84237
2,4.0,206957
2,9.0,55547
2,8.5,120756
2,5.0,84260
2,10.0,100238
2,6.0,84293
2,7.5,101155
2,7.5,206534
2,9.5,116040
2,4.5,22271
2,5.5,112618
2,8.0,101159
2,6.5,84257
2,5.25,56328
2,6.0,84227
2,7.5,206707
2,10.0,92844
2,6.5,100943
2,4.5,112667
2,8.5,100720
2,5.0,17626
2,7.5,13785
2,7.0,216389
2,6.5,158895
2,5.5,206795
2,5.0,100290
2,6.5,13786
2,6.0,219264
2,6.0,111185
2,5.5,206569
2,6.0,100095
2,8.0,31672
2,4.5,14503
2,6.5,46069
2,9.5,32199
2,8.0,45266
2,6.5,17618
2,4.5,100968
2,5.5,13733
2,5.0,158859
2,5.5,100973
2,9.0,100250
2,8.0,29667
2,4.5,206995
2,9.0,31668
2,9.0,17630
2,8.0,37732
2,9.0,100071
2,7.5,13761
2,6.0,206566
2,6.0,100746
2,8.5,86188
2,8.0,92896
2,3.5,100978
2,8.5,212314
2,8.5,101102
2,4.5,78223
2,10.0,111125
2,5.5,86153
2,6.0,23550
2,8.0,111135
2,9.0,100267
2,8.0,45214
2,6.0,216316
2,5.5,45251
2,6.0,37752
2,6.0,92821
2,5.0,100023
2,4.5,45262
2,6.0,37794
2,8.0,24082
2,6.0,46046
2,6.0,39692
2,8.5,24019
2,7.5,92876
2,8.5,100076
2,8.5,207514
2,4.0,216320
2,6.0,87664
2,4.5,10124
2,8.0,46022
2,8.0,86137
2,7.5,31602
2,5.0,86196
2,8.0,111143
2,7.0,31607
2,8.0,110860
2,7.5,100079
2,9.0,95720
2,6.0,206599
2,6.5,33187
2,10.0,17695
2,6.5,17620
2,5.5,111130
2,9.0,39192
2,10.0,110812
2,8.0,207505
2,6.0,70248
2,8.0,10119
2,8.0,86131
2,8.0,32114
2,5.5,10112
2,3.5,136076
2,6.8,17681
2,9.5,72220
2,5.5,32162
2,8.5,132720
2,9.0,211798
2,7.0,10127
2,6.5,75298
2,7.5,113641
2,6.0,69624
2,7.5,35213
2,8.0,113656
2,6.0,10114
2,6.5,92297
2,7.5,32136
2,6.0,1052
2,5.5,77640
2,7.0,86148
2,8.0,110865
2,7.0,86125
2,3.0,91524
2,3.5,32165
2,4.5,42463
2,10.0,92263
2,7.5,41317
2,6.5,110866
2,10.0,211751
2,7.0,1031
2,1.5,86184
2,8.5,132796
2,5.5,3257
2,5.5,75220
2,5.0,213400
2,6.0,92803
2,7.0,1050
2,6.0,44152
2,8.0,110893
2,7.8,75217
2,7.5,96149
2,7.2,69619
2,6.0,33180
2,4.5,113632
2,4.5,17693
2,5.8,41352
2,6.0,203331
2,6.0,153920
2,6.5,77647
2,8.0,221918
2,4.5,132778
2,3.5,75210
2,5.0,1033
2,3.5,54390
2,4.0,77617
2,4.5,75287
2,10.0,3211
2,10.0,96155
2,3.5,77621
2,6.0,128179
2,10.0,86103
2,8.5,75206
2,5.5,39601
2,5.5,71611
2,10.0,69613
2,7.5,232170
2,7.5,35206
2,8.5,77651
2,6.5,221993
2,8.5,77664
2,6.0,96154
2,8.5,41333
2,5.0,3273
2,4.5,77644
2,8.5,91521
2,6.0,42986
2,5.0,17649
2,7.5,10189
2,9.0,105652
2,9.8,96170
2,7.0,105648
2,5.5,35209
2,7.0,35264
2,6.0,16716
2,5.5,213312
2,1.2,21016
2,7.5,36368
2,8.5,232190
2,6.5,35224
2,8.5,92810
2,8.0,77665
2,6.5,90150
2,9.5,105645
2,7.5,75223
2,4.0,77619
2,7.5,213325
2,3.5,1091
2,6.0,221934
2,8.0,96193
2,7.0,92294
2,7.0,105651
2,6.0,90163
2,5.5,1020
2,7.5,13145
2,5.5,57993
2,6.5,77658
2,8.0,92859
2,6.5,35271
2,5.5,91588
2,8.0,35225
2,9.5,35275
2,7.5,57978
2,5.5,3285
2,9.5,90151
2,8.0,221995
2,6.5,113639
2,3.0,33167
2,5.5,13178
2,6.5,96185
2,7.5,91600
2,6.0,35270
2,9.5,68303
2,8.0,45180
2,5.5,96148
2,10.0,105615
2,7.5,45170
2,7.5,68316
2,4.5,45156
2,7.5,45110
2,9.0,35226
2,7.5,77654
2,7.5,16715
2,8.0,10134
2,6.5,105671
2,3.5,57910
2,9.5,85667
2,4.5,105675
2,7.0,102547
2,6.0,105614
2,10.0,33130
2,8.0,37144
2,4.2,41382
2,7.0,16766
2,4.2,17843
2,4.0,42491
2,7.0,92267
2,6.0,102539
2,9.0,85619
2,8.0,203649
2,7.0,47579
2,6.0,203336
2,8.0,102571
2,5.5,33169
2,4.5,45104
2,6.0,128144
2,6.0,203343
2,6.5,13122
2,4.2,71676
2,5.0,82364
2,6.0,50301
2,8.5,224801
2,4.5,17829
2,9.5,105660
2,5.0,105626
2,6.0,126265
2,5.0,128168
2,10.0,85664
2,4.5,223253
2,4.5,85658
2,7.0,71665
2,3.5,30219
2,5.5,216113
2,8.5,224478
2,7.5,105667
2,6.0,57933
2,6.5,44121
2,10.0,102541
2,6.0,47564
2,7.0,13115
2,8.5,85634
2,7.5,223251
2,6.0,203326
2,3.2,30443
2,3.0,102510
2,8.0,33129
2,7.0,105686
2,7.0,85661
2,6.0,57922
2,8.0,45173
2,7.0,45133
2,3.5,65182
2,8.5,215144
2,4.5,209976
2,7.0,34942
2,6.5,34926
2,8.0,16794
2,6.5,45197
2,8.0,82391
2,7.0,47543
2,5.5,57980
2,10.0,203372
2,6.2,71601
2,6.0,68326
2,8.5,98134
2,9.5,133529
2,7.0,37181
2,3.0,71622
2,9.0,45107
2,5.5,44110
2,6.5,41349
2,5.5,42422
2,8.5,57944
2,8.0,105618
2,4.0,16763
2,9.5,41303
2,9.0,98103
2,7.5,128153
2,6.5,229369
2,6.5,37179
2,9.5,102880
2,7.5,42914
2,2.5,33133
2,4.5,42406
2,6.0,105665
2,8.0,128101
2,6.5,105636
2,6.0,82363
2,5.8,41331
2,8.0,128154
2,6.5,54389
2,8.0,102882
2,6.0,68357
2,5.5,91506
2,10.0,153958
2,8.0,98115
2,7.0,203394
2,9.0,68334
2,6.0,102881
2,5.0,37149
2,10.0,36359
2,8.0,37113
2,6.5,16758
2,7.5,14569
2,8.0,45146
2,8.5,233410
2,5.0,98136
2,5.0,98142
2,6.0,105664
2,7.0,98160
2,5.0,44177
2,3.5,105688
2,6.0,201967
2,10.0,105699
2,6.0,36323
2,9.5,133521
2,8.0,102873
2,10.0,202000
2,7.0,68396
2,10.0,96675
2,6.5,34959
2,6.5,54393
2,5.0,54395
2,8.0,32334
2,9.0,92235
2,7.5,55635
2,6.5,201973
2,7.5,102509
2,9.5,77625
2,6.0,102885
2,4.5,102555
2,6.0,14593
2,7.0,42935
2,1.5,61545
2,5.0,82313
2,6.0,92220
2,8.5,14548
2,4.0,82318
2,6.0,213304
2,6.0,42989
2,4.0,201920
2,6.5,132098
2,8.0,133502
2,10.0,77661
2,4.0,96693
2,6.0,96642
2,5.5,211792
2,6.0,54852
2,2.5,44183
2,10.0,96613
2,6.0,42995
2,5.0,17811
2,8.5,42997
2,6.0,82377
2,4.5,54897
2,7.0,136056
2,7.5,92226
2,3.5,154207
2,6.5,61542
2,9.0,100650
2,6.5,129708
2,9.0,98460
2,6.0,32321
2,10.0,133575
2,9.0,61576
2,8.0,55611
2,6.5,55640
2,8.0,196249
2,9.0,70099
2,9.0,82327
2,7.5,71595
2,8.5,42975
2,9.5,157989
2,4.5,129758
2,6.5,92227
2,7.5,32346
2,8.0,96682
2,8.0,61548
2,6.5,100676
2,7.5,67107
2,6.8,196276
2,9.5,89525
2,8.0,17873
2,6.0,15126
2,8.0,73307
2,9.0,96660
2,6.5,113907
2,6.0,61594
2,5.5,17898
2,8.5,61597
2,6.0,72206
2,9.0,96684
2,8.5,15199
2,8.0,73361
2,5.5,61564
2,6.5,55674
2,7.0,209935
2,7.0,44187
2,7.2,131782
2,5.0,37186
2,4.5,92825
2,2.0,15105
2,1.8,71590
2,7.0,70250
2,6.5,94715
2,3.5,70777
2,1.5,206185
2,8.8,129716
2,9.0,10235
2,4.0,54150
2,7.0,34945
2,6.0,61533
2,3.0,10136
2,5.0,70727
2,5.0,94718
2,6.0,111124
2,7.5,29607
2,7.5,55615
2,5.0,211714
2,7.5,211766
2,6.0,113997
2,10.0,3252
2,7.0,54890
2,6.5,32384
2,6.0,15141
2,8.0,71510
2,6.5,201969
2,1.5,70795
2,5.5,42961
2,10.0,132025
2,8.5,15188
2,8.0,206111
2,5.5,211774
2,6.0,73394
2,9.0,94767
2,5.0,92205
2,5.5,42950
2,8.5,71503
2,6.5,83603
2,6.0,132012
2,8.0,113916
2,7.5,113915
2,8.0,2012
2,5.5,71514
2,8.0,10236
2,3.0,73382
2,7.5,96634
2,5.0,71592
2,5.0,112503
2,5.2,77629
2,8.5,208325
2,5.0,42985
2,8.5,2067
2,5.5,72247
2,3.5,70797
2,6.0,70728
2,7.0,71509
2,6.5,71508
2,10.0,228980
2,8.0,36367
2,5.0,71535
2,7.5,70749
2,1.5,2100
2,6.0,83652
2,8.0,32398
2,8.0,153385
2,7.5,15144
2,3.0,14522
2,10.0,70750
2,6.5,10293
2,4.0,95135
2,9.0,72225
2,7.0,70211
2,8.5,112598
2,3.0,196225
2,5.5,46210
2,7.5,67146
2,5.5,131702
2,8.5,10272
2,5.5,153329
2,8.5,2147
2,9.0,95184
2,4.2,131799
2,3.5,21019
2,3.5,126782
2,3.2,67120
2,5.7,10297
2,9.5,208309
2,9.0,70206
2,8.0,70780
2,5.5,89564
2,8.0,2166
2,1.75,72252
2,5.5,89559
2,7.5,153919
2,5.5,66509
2,6.5,126243
2,8.0,66503
2,7.5,206106
2,7.5,228922
2,4.8,67200
2,7.0,83621
2,8.5,70272
2,6.5,66596
2,4.0,3260
2,9.5,229301
2,7.0,83676
2,6.0,70278
2,5.0,2130
2,10.0,89567
2,7.0,67104
2,7.5,2077
2,5.0,1583
2,5.0,70734
2,6.5,10286
2,5.0,77663
2,7.5,133561
2,8.5,69699
2,7.0,37797
2,4.5,89534
2,7.5,70210
2,8.0,70230
2,9.5,71543
2,10.0,2033
2,3.0,77612
2,1.5,132735
2,7.5,2086
2,5.2,61088
2,10.0,157987
2,5.5,61020
2,9.5,112545
2,6.0,131777
2,6.5,156493
2,5.0,67174
2,8.0,89558
2,8.5,95142
2,7.0,89587
2,7.0,157907
2,6.5,109444
2,7.5,156445
2,8.5,89588
2,7.0,208398
2,8.0,94784
2,5.5,1507
2,10.0,157978
2,8.5,95175
2,5.5,153301
2,8.0,72253
2,7.0,70295
2,7.0,46255
2,10.0,83610
2,4.5,27780
2,6.0,46241
2,7.0,46246
2,6.2,61082
2,6.0,67165
2,6.0,95183
2,6.5,10273
2,10.0,153344
2,8.0,230083
2,5.5,83615
2,8.5,61092
2,3.8,71558
2,8.5,83617
2,7.5,17755
2,6.5,61080
2,10.0,131706
2,9.5,10278
2,9.0,72230
2,5.0,89584
2,5.5,67137
2,7.0,230020
2,6.0,61079
2,3.0,112600
2,5.0,157904
2,5.0,66502
2,9.0,67173
2,7.0,100677
2,7.5,155003
2,7.5,1511
2,6.2,61083
2,6.5,100628
2,8.5,61090
2,4.0,46236
2,6.5,89565
2,7.5,230010
2,7.5,64373
2,6.0,138378
2,5.5,61057
2,6.5,61089
2,7.0,196288
2,8.5,100608
2,10.0,83618
2,5.5,155045
2,8.0,67160
2,9.0,2036
2,5.0,156609
2,7.5,121544
2,5.0,155098
2,8.5,72294
2,7.0,46230
2,6.5,100651
2,10.0,87604
2,6.5,46242
2,6.5,2127
2,2.5,1318
2,8.5,72290
2,6.5,109941
2,5.5,70059
2,5.0,61042
2,9.0,17724
2,5.0,155060
2,7.0,107708
2,6.0,61062
2,5.8,61026
2,10.0,61053
2,5.5,13898
2,6.5,17766
2,5.5,72288
2,8.0,106469
2,5.5,156608
2,5.5,61016
2,2.0,109480
2,4.0,121529
2,5.5,61093
2,9.0,17706
2,9.5,95113
2,6.5,66582
2,6.0,3843
2,5.5,9708
2,8.0,27753
2,9.0,109498
2,4.0,90785
2,2.0,46271
2,6.0,121536
2,5.2,61065
2,6.2,70013
2,6.0,52445
2,7.5,39459
2,6.0,109436
2,8.5,27787
2,9.0,155046
2,6.5,133085
2,7.0,7367
2,4.5,33940
2,9.0,64338
2,4.5,3953
2,6.0,66576
2,6.5,203788
2,7.0,94187
2,7.5,13873
2,7.5,85022
2,4.5,33901
2,6.5,61040
2,5.5,109461
2,3.0,14103
2,5.5,138376
2,6.0,61076
2,8.5,72236
2,7.5,13830
2,9.5,106403
2,5.0,18661
2,9.0,121530
2,3.5,13884
2,6.0,61017
2,5.0,27708
2,6.0,109476
2,4.5,85049
2,5.0,93235
2,8.5,13861
2,5.5,26892
2,7.0,43277
2,5.5,117004
2,3.0,133028
2,5.5,117008
2,6.0,61063
2,6.0,133029
2,1.0,106493
2,9.2,85096
2,8.0,219934
2,5.5,61097
2,5.5,106473
2,7.0,7321
2,9.5,31421
2,7.8,70027
2,7.5,43241
2,7.0,93263
2,6.0,3899
2,5.5,13813
2,7.0,156686
2,5.0,4452
2,4.5,43256
2,6.5,155087
2,5.5,85100
2,5.5,26874
2,7.0,85060
2,10.0,34450
2,8.0,90800
2,5.5,106498
2,9.5,117071
2,6.0,43234
2,6.0,70028
2,5.5,43254
2,10.0,121513
2,4.2,222874
2,10.0,202749
2,6.5,121506
2,8.0,4510
2,10.0,108433
2,5.0,85015
2,7.5,72188
2,7.0,72156
2,7.0,108500
2,4.5,26361
2,10.0,157948
2,8.0,85071
2,5.8,61003
2,5.5,61069
2,9.0,134212
2,8.7,18602
2,7.0,109577
2,9.5,72105
2,8.0,7334
2,5.5,13806
2,6.5,33982
2,6.0,133006
2,5.5,13827
2,7.5,108479
2,5.5,85016
2,7.5,4536
2,9.5,93211
2,3.5,219951
2,7.8,33952
2,5.5,93255
2,7.5,33914
2,7.0,134277
2,8.0,139499
2,10.0,95694
2,7.5,86009
2,6.5,72551
2,4.0,85051
2,9.0,26397
2,8.0,124556
2,6.0,139444
2,7.0,43223
2,1.5,114034
2,8.5,197033
2,9.2,72587
2,8.0,26325
2,6.5,94189
2,10.0,95630
2,7.5,4565
2,5.5,86077
2,9.0,219992
2,7.5,14085
2,9.5,85019
2,5.0,114036
2,5.0,203736
2,8.0,114013
2,5.0,59603
2,6.0,219908
2,6.0,114025
2,7.0,4542
2,8.0,72522
2,10.0,139410
2,6.5,108486
2,7.5,3995
2,7.0,86067
2,7.0,91789
2,5.5,31468
2,4.5,43211
2,5.0,36064
2,6.5,211969
2,7.0,26323
2,8.5,211936
2,7.0,52163
2,7.5,91767
2,5.5,202081
2,7.0,43285
2,6.0,72168
2,3.5,206416
2,6.0,72184
2,8.5,219936
2,4.0,72567
2,7.0,64844
2,9.0,139416
2,7.5,86056
2,3.5,222876
2,4.0,197026
2,10.0,3959
2,7.0,46496
2,4.0,14092
2,5.5,134228
2,10.0,203729
2,6.0,95636
2,3.5,114046
2,8.5,94132
2,7.0,108498
2,7.5,86012
2,5.0,52176
2,10.0,59631
2,10.0,14074
2,5.0,59636
2,6.0,108465
2,6.0,72786
2,4.0,85088
2,9.5,63326
2,10.0,139486
2,4.0,219976
2,6.0,123193
2,3.5,4501
2,8.0,72784
2,3.5,52136
2,8.0,72524
2,7.0,14104
2,8.0,3912
2,7.0,14167
2,5.5,86017
2,7.0,209031
2,8.0,114030
2,6.5,94128
2,6.0,219959
2,4.0,214269
2,4.0,109593
2,8.0,52173
2,5.0,85011
2,7.5,94116
2,8.0,72766
2,10.0,203739
2,6.0,94146
2,7.0,197063
2,8.8,197052
2,7.0,114087
2,8.5,3990
2,6.0,86052
2,6.5,3919
2,8.0,214203
2,7.5,14032
2,3.8,134243
2,2.0,81266
2,6.0,128076
2,7.0,94166
2,9.2,72584
2,5.5,56155
2,7.5,86092
2,8.0,31457
2,5.0,109556
2,6.5,14086
2,7.5,52150
2,6.0,84041
2,6.0,214264
2,4.5,114005
2,10.0,223731
2,6.0,212800
2,9.5,72564
2,7.8,220196
2,6.5,220197
2,5.0,123200
2,6.0,81260
2,8.0,108454
2,7.5,34209
2,7.0,4912
2,7.0,108496
2,6.0,31797
2,7.0,81289
2,4.8,3916
2,6.0,104770
2,5.0,14154
2,10.0,84406
2,5.0,203774
2,9.5,86021
2,4.8,195436
2,7.5,4964
2,8.0,84069
2,5.0,69270
2,8.0,63374
2,6.0,116493
2,7.5,93236
2,4.0,76594
2,3.0,84006
2,8.5,33925
2,7.5,208802
2,7.0,81247
2,4.5,103419
2,8.0,34212
2,6.0,13858
2,8.5,224943
2,6.5,103403
2,7.5,223772
2,6.5,128070
2,5.5,212762
2,10.0,4001
2,7.5,76528
2,7.5,82832
2,9.0,14001
2,5.0,154341
2,0.8,124589
2,7.2,206265
2,8.5,116444
2,10.0,81245
2,6.5,206298
2,8.0,64317
2,7.5,4036
2,4.0,57718
2,8.5,34202
2,4.0,64395
2,5.0,104757
2,9.5,128075
2,7.0,69258
2,5.0,14052
2,2.5,126351
2,9.0,77431
2,1.5,137007
2,7.0,69299
2,8.5,69294
2,8.5,126962
2,7.5,4013
2,8.0,124560
2,7.5,63355
2,6.3,14030
2,7.0,84424
2,8.0,81213
2,9.0,4472
2,8.0,104737
2,1.5,154302
2,8.5,72501
2,5.0,34213
2,0.8,63368
2,8.5,76511
2,7.5,14051
2,6.0,4916
2,10.0,126329
2,9.0,84045
2,3.0,212744
2,5.5,18873
2,7.0,224929
2,9.0,82813
2,10.0,103426
2,6.5,34204
2,5.5,226200
2,7.5,69232
2,9.0,63359
2,7.8,81202
2,8.0,117188
2,4.5,128007
2,6.0,158789
2,8.5,78340
2,8.0,4022
2,7.5,34207
2,5.5,103471
2,6.0,31860
2,6.5,237481
2,5.25,86081
2,7.0,75652
2,8.0,209027
2,7.5,31868
2,3.0,31836
2,6.0,81192
2,5.0,4985
2,6.0,4969
2,9.0,78310
2,4.5,154336
2,6.5,296
2,8.5,124193
2,7.0,84409
2,9.5,103477
2,6.5,81221
2,7.0,128085
2,7.0,158711
2,8.0,103431
2,4.0,103479
2,8.0,81297
2,7.5,34206
2,8.0,126398
2,9.5,116422
2,6.5,57788
2,4.5,195459
2,6.5,84073
2,5.5,127000
2,9.5,223778
2,6.5,99162
2,7.5,116461
2,5.0,117175
2,10.0,212790
2,6.0,78348
2,9.0,119336
2,1.0,81120
2,5.0,31805
2,5.5,104752
2,8.0,84466
2,1.5,82804
2,7.2,78363
2,6.8,126934
2,8.0,104746
2,8.5,1372
2,10.0,104765
2,9.0,84499
2,5.0,224966
2,4.5,204087
2,7.5,4468
2,7.0,31703
2,6.5,126994
2,5.667,69265
2,5.5,2335
2,8.5,84100
2,5.5,91664
2,6.0,97221
2,8.5,208883
2,7.2,208880
2,4.0,49791
2,5.0,14034
2,7.5,29103
2,4.0,84026
2,8.5,55237
2,7.0,203795
2,6.0,76543
2,7.5,77450
2,8.8,77448
2,6.5,225804
2,6.2,4427
2,8.5,4420
2,5.0,209079
2,7.0,124532
2,9.0,106407
2,9.5,82161
2,5.0,4470
2,9.5,77463
2,9.0,91613
2,1.5,227145
2,8.0,4418
2,7.5,75695
2,8.5,156960
2,4.5,126910
2,4.0,156921
2,6.25,81128
2,6.0,54217
2,9.0,55234
2,4.0,84033
2,6.0,227197
2,9.0,75640
2,7.0,4029
2,6.5,80987
2,5.0,212973
2,4.0,260
2,8.0,76555
2,8.5,81151
2,7.0,77402
2,8.5,4080
2,7.5,212969
2,7.5,4430
2,7.0,156903
2,10.0,119332
2,4.5,219700
2,6.0,64312
2,5.5,4059
2,5.5,13860
2,7.2,273
2,7.5,212
2,7.5,156675
2,6.0,106453
2,10.0,55275
2,6.5,1379
2,10.0,156926
2,6.0,31764
2,6.0,119310
2,5.5,153623
2,5.5,212979
2,6.0,2365
2,9.0,91697
2,6.0,137233
2,6.5,77474
2,10.0,77420
2,3.5,75685
2,8.5,99188
2,5.0,78396
2,5.5,119371
2,8.0,84019
2,7.5,97272
2,9.0,137092
2,5.5,105892
2,7.5,76510
2,6.0,31807
2,9.5,34287
2,8.5,204043
2,10.0,77401
2,5.5,105861
2,9.5,212934
2,7.0,105841
2,6.5,75682
2,10.0,227
2,7.5,117199
2,7.5,227188
2,10.0,26183
2,4.5,95660
2,6.0,4479
2,6.5,91643
2,6.5,156911
2,7.5,4974
2,9.0,212981
2,8.0,84084
2,3.0,116406
2,6.5,78384
