vote_count,vote_average,show_id
0,0.0,19447
0,0.0,229918
0,0.0,62197
0,0.0,215429
0,0.0,96786
0,0.0,74409
0,0.0,58543
0,0.0,74407
0,0.0,33201
0,0.0,29723
0,0.0,21574
0,0.0,157119
0,0.0,232266
0,0.0,58759
0,0.0,136984
0,0.0,116176
0,0.0,116198
0,0.0,19410
0,0.0,116195
0,0.0,97786
0,0.0,156768
0,0.0,116171
0,0.0,156766
0,0.0,229984
0,0.0,19472
0,0.0,57442
0,0.0,19440
0,0.0,122682
0,0.0,228388
0,0.0,228387
0,0.0,228386
0,0.0,228364
0,0.0,24202
0,0.0,18477
0,0.0,98284
0,0.0,229986
0,0.0,57452
0,0.0,229985
0,0.0,138520
0,0.0,117276
0,0.0,98279
0,0.0,116153
0,0.0,19461
0,0.0,229923
0,0.0,229922
0,0.0,98291
0,0.0,119406
0,0.0,98223
0,0.0,98221
0,0.0,230000
0,0.0,98220
0,0.0,119405
0,0.0,228391
0,0.0,229982
0,0.0,55734
0,0.0,98235
0,0.0,136981
0,0.0,55709
0,0.0,136302
0,0.0,46501
0,0.0,136996
0,0.0,136995
0,0.0,57446
0,0.0,116165
0,0.0,117453
0,0.0,97795
0,0.0,155809
0,0.0,232398
0,0.0,229960
0,0.0,122677
0,0.0,229958
0,0.0,229957
0,0.0,229956
0,0.0,24224
0,0.0,229973
0,0.0,98265
0,0.0,12750
0,0.0,76602
0,0.0,57443
0,0.0,212668
0,0.0,22302
0,0.0,46513
0,0.0,33223
0,0.0,12744
0,0.0,33237
0,0.0,33236
0,0.0,55726
0,0.0,33233
0,0.0,33232
0,0.0,24217
0,0.0,12790
0,0.0,24248
0,0.0,234576
0,0.0,55711
0,0.0,229961
0,0.0,227965
0,0.0,227930
0,0.0,229912
0,0.0,229911
0,0.0,229910
0,0.0,224513
0,0.0,196584
0,0.0,198165
0,0.0,12752
0,0.0,24213
0,0.0,57456
0,0.0,77708
0,0.0,34731
0,0.0,232380
0,0.0,157599
0,0.0,157598
0,0.0,157597
0,0.0,12737
0,0.0,157595
0,0.0,232310
0,0.0,232388
0,0.0,209335
0,0.0,24214
0,0.0,203164
0,0.0,229983
0,0.0,138543
0,0.0,232328
0,0.0,136314
0,0.0,136310
0,0.0,33221
0,0.0,46503
0,0.0,136999
0,0.0,12756
0,0.0,55702
0,0.0,12746
0,0.0,6462
0,0.0,97793
0,0.0,36799
0,0.0,114982
0,0.0,51851
0,0.0,152370
0,0.0,51825
0,0.0,51879
0,0.0,51822
0,0.0,122667
0,0.0,227667
0,0.0,125999
0,0.0,222817
0,0.0,18409
0,0.0,114966
0,0.0,55718
0,0.0,138507
0,0.0,116130
0,0.0,114981
0,0.0,114980
0,0.0,114978
0,0.0,126875
0,0.0,126866
0,0.0,126000
0,0.0,18410
0,0.0,218863
0,0.0,18475
0,0.0,126815
0,0.0,77707
0,0.0,114965
0,0.0,122684
0,0.0,51895
0,0.0,119467
0,0.0,76691
0,0.0,119499
0,0.0,51886
0,0.0,98227
0,0.0,155806
0,0.0,35513
0,0.0,125961
0,0.0,232333
0,0.0,232305
0,0.0,228375
0,0.0,61952
0,0.0,63221
0,0.0,45396
0,0.0,57809
0,0.0,5509
0,0.0,61921
0,0.0,227164
0,0.0,139331
0,0.0,32945
0,0.0,24220
0,0.0,56042
0,0.0,128208
0,0.0,204812
0,0.0,232383
0,0.0,232304
0,0.0,155816
0,0.0,139794
0,0.0,139793
0,0.0,139791
0,0.0,139789
0,0.0,51842
0,0.0,76618
0,0.0,229916
0,0.0,24221
0,0.0,209334
0,0.0,128207
0,0.0,9489
0,0.0,137931
0,0.0,137956
0,0.0,57807
0,0.0,46660
0,0.0,32908
0,0.0,114843
0,0.0,9460
0,0.0,32977
0,0.0,14373
0,0.0,32924
0,0.0,210773
0,0.0,210797
0,0.0,5524
0,0.0,46500
0,0.0,48610
0,0.0,225073
0,0.0,138409
0,0.0,201815
0,0.0,85855
0,0.0,85852
0,0.0,204345
0,0.0,85849
0,0.0,136715
0,0.0,5526
0,0.0,78386
0,0.0,32991
0,0.0,55710
0,0.0,51874
0,0.0,51896
0,0.0,119470
0,0.0,51856
0,0.0,51893
0,0.0,51889
0,0.0,51826
0,0.0,98228
0,0.0,35593
0,0.0,204829
0,0.0,98282
0,0.0,13501
0,0.0,56039
0,0.0,51875
0,0.0,34728
0,0.0,34774
0,0.0,52731
0,0.0,52764
0,0.0,34795
0,0.0,52708
0,0.0,21575
0,0.0,52706
0,0.0,34788
0,0.0,55701
0,0.0,98298
0,0.0,33660
0,0.0,51818
0,0.0,157560
0,0.0,232379
0,0.0,232378
0,0.0,232376
0,0.0,232375
0,0.0,33235
0,0.0,55725
0,0.0,55723
0,0.0,6058
0,0.0,57444
0,0.0,229964
0,0.0,12745
0,0.0,55751
0,0.0,216090
0,0.0,227988
0,0.0,227985
0,0.0,227961
0,0.0,56052
0,0.0,56050
0,0.0,34792
0,0.0,56001
0,0.0,55720
0,0.0,55722
0,0.0,24219
0,0.0,84807
0,0.0,198129
0,0.0,198127
0,0.0,229928
0,0.0,117244
0,0.0,117259
0,0.0,198121
0,0.0,117241
0,0.0,209330
0,0.0,216071
0,0.0,105195
0,0.0,33628
0,0.0,34736
0,0.0,138519
0,0.0,229976
0,0.0,98246
0,0.0,98204
0,0.0,155815
0,0.0,155814
0,0.0,36241
0,0.0,13532
0,0.0,209364
0,0.0,24286
0,0.0,198180
0,0.0,229920
0,0.0,56041
0,0.0,136762
0,0.0,209346
0,0.0,13548
0,0.0,105158
0,0.0,105109
0,0.0,212627
0,0.0,33630
0,0.0,33697
0,0.0,33663
0,0.0,21579
0,0.0,33643
0,0.0,98300
0,0.0,227966
0,0.0,198131
0,0.0,13518
0,0.0,13516
0,0.0,36244
0,0.0,232287
0,0.0,13512
0,0.0,33637
0,0.0,13506
0,0.0,229997
0,0.0,198164
0,0.0,13522
0,0.0,33642
0,0.0,229977
0,0.0,52717
0,0.0,198111
0,0.0,34799
0,0.0,105162
0,0.0,52709
0,0.0,34794
0,0.0,56047
0,0.0,24289
0,0.0,24256
0,0.0,24287
0,0.0,13565
0,0.0,229994
0,0.0,229978
0,0.0,52711
0,0.0,98297
0,0.0,136697
0,0.0,216089
0,0.0,87721
0,0.0,224514
0,0.0,227973
0,0.0,224512
0,0.0,224511
0,0.0,34757
0,0.0,117296
0,0.0,13567
0,0.0,13564
0,0.0,98299
0,0.0,227964
0,0.0,52710
0,0.0,52727
0,0.0,52726
0,0.0,52724
0,0.0,52721
0,0.0,209389
0,0.0,105101
0,0.0,212606
0,0.0,209387
0,0.0,136689
0,0.0,52780
0,0.0,52779
0,0.0,229938
0,0.0,136742
0,0.0,32081
0,0.0,122669
0,0.0,122644
0,0.0,122642
0,0.0,136671
0,0.0,32100
0,0.0,32099
0,0.0,32098
0,0.0,82651
0,0.0,13569
0,0.0,24284
0,0.0,157302
0,0.0,13558
0,0.0,222582
0,0.0,12743
0,0.0,12740
0,0.0,12739
0,0.0,12738
0,0.0,157596
0,0.0,98262
0,0.0,35514
0,0.0,234556
0,0.0,117257
0,0.0,136683
0,0.0,229993
0,0.0,117249
0,0.0,105188
0,0.0,105186
0,0.0,229909
0,0.0,229974
0,0.0,229905
0,0.0,229921
0,0.0,52734
0,0.0,19485
0,0.0,198116
0,0.0,117258
0,0.0,228000
0,0.0,13521
0,0.0,83188
0,0.0,114964
0,0.0,51899
0,0.0,33688
0,0.0,33687
0,0.0,209376
0,0.0,208500
0,0.0,13554
0,0.0,13513
0,0.0,52707
0,0.0,227972
0,0.0,125962
0,0.0,125960
0,0.0,18444
0,0.0,222583
0,0.0,55766
0,0.0,222581
0,0.0,222580
0,0.0,222599
0,0.0,126852
0,0.0,217343
0,0.0,228343
0,0.0,113816
0,0.0,113813
0,0.0,229995
0,0.0,18423
0,0.0,18466
0,0.0,224041
0,0.0,136696
0,0.0,136605
0,0.0,216084
0,0.0,198128
0,0.0,205066
0,0.0,205064
0,0.0,229942
0,0.0,216094
0,0.0,51758
0,0.0,33638
0,0.0,198114
0,0.0,227997
0,0.0,117255
0,0.0,117248
0,0.0,117247
0,0.0,117263
0,0.0,33683
0,0.0,19456
0,0.0,19453
0,0.0,209333
0,0.0,209332
0,0.0,136686
0,0.0,209328
0,0.0,229913
0,0.0,36239
0,0.0,36227
0,0.0,36203
0,0.0,105167
0,0.0,33633
0,0.0,33684
0,0.0,24290
0,0.0,13510
0,0.0,13509
0,0.0,33636
0,0.0,33696
0,0.0,105194
0,0.0,224510
0,0.0,216088
0,0.0,36228
0,0.0,36237
0,0.0,34779
0,0.0,36236
0,0.0,36256
0,0.0,50124
0,0.0,117246
0,0.0,50123
0,0.0,50122
0,0.0,117242
0,0.0,205062
0,0.0,33700
0,0.0,198179
0,0.0,129397
0,0.0,198113
0,0.0,36238
0,0.0,209325
0,0.0,33639
0,0.0,33692
0,0.0,33635
0,0.0,209321
0,0.0,209392
0,0.0,209391
0,0.0,105153
0,0.0,46670
0,0.0,92020
0,0.0,52702
0,0.0,117256
0,0.0,74299
0,0.0,105164
0,0.0,152305
0,0.0,152304
0,0.0,152302
0,0.0,152301
0,0.0,21576
0,0.0,117262
0,0.0,117243
0,0.0,54438
0,0.0,36281
0,0.0,122673
0,0.0,52703
0,0.0,236208
0,0.0,209383
0,0.0,210766
0,0.0,173347
0,0.0,45397
0,0.0,204334
0,0.0,204333
0,0.0,6055
0,0.0,64322
0,0.0,227126
0,0.0,75681
0,0.0,217471
0,0.0,117240
0,0.0,58760
0,0.0,82688
0,0.0,50109
0,0.0,50128
0,0.0,135585
0,0.0,50125
0,0.0,98275
0,0.0,21505
0,0.0,21527
0,0.0,50117
0,0.0,122674
0,0.0,33695
0,0.0,54437
0,0.0,122666
0,0.0,52718
0,0.0,33691
0,0.0,38463
0,4.0,117231
0,0.0,117229
0,0.0,117228
0,0.0,117227
0,0.0,36255
0,0.0,122676
0,0.0,122675
0,0.0,21580
0,0.0,57464
0,0.0,15321
0,0.0,52701
0,0.0,234571
0,0.0,212613
0,0.0,212629
0,0.0,212628
0,0.0,52719
0,0.0,212626
0,0.0,52782
0,0.0,136717
0,0.0,46526
0,0.0,32063
0,0.0,135532
0,0.0,122695
0,0.0,117295
0,0.0,222800
0,0.0,56038
0,0.0,51900
0,0.0,234569
0,0.0,234568
0,0.0,46590
0,0.0,136721
0,0.0,136720
0,0.0,46583
0,0.0,97777
0,0.0,229930
0,0.0,50112
0,0.0,212615
0,0.0,234573
0,0.0,33640
0,0.0,208425
0,0.0,33634
0,0.0,209323
0,0.0,33632
0,0.0,212608
0,0.0,33698
0,0.0,24288
0,0.0,232272
0,0.0,136716
0,0.0,55719
0,0.0,117251
0,0.0,19474
0,0.0,21557
0,0.0,220374
0,0.0,155828
0,0.0,156789
0,0.0,58786
0,0.0,156787
0,0.0,156784
0,0.0,156780
0,0.0,156799
0,0.0,82675
0,0.0,232279
0,0.0,50138
0,0.0,19473
0,0.0,209324
0,0.0,209345
0,0.0,209322
0,0.0,209375
0,0.0,209320
0,0.0,209318
0,0.0,105108
0,0.0,36254
0,0.0,33653
0,0.0,9465
0,0.0,212618
0,0.0,9480
0,0.0,54428
0,0.0,157137
0,0.0,157118
0,0.0,124041
0,0.0,224062
0,0.0,156724
0,0.0,156723
0,0.0,156722
0,0.0,5976
0,0.0,87990
0,0.0,50134
0,0.0,54441
0,0.0,92038
0,0.0,234582
0,0.0,77795
0,0.0,234580
0,0.0,46525
0,0.0,156790
0,0.0,54422
0,0.0,54417
0,0.0,54414
0,0.0,54413
0,0.0,54412
0,0.0,54411
0,0.0,232329
0,0.0,87998
0,0.0,87975
0,0.0,117273
0,0.0,36245
0,0.0,212616
0,0.0,5954
0,0.0,212612
0,0.0,212611
0,0.0,212610
0,0.0,212609
0,0.0,33631
0,0.0,52738
0,0.0,204339
0,0.0,136714
0,0.0,209384
0,0.0,232283
0,0.0,36246
0,0.0,204361
0,0.0,204360
0,0.0,204359
0,0.0,204357
0,0.0,5520
0,0.0,46678
0,0.0,115210
0,0.0,9455
0,0.0,212621
0,0.0,21597
0,0.0,209385
0,0.0,131491
0,0.0,124062
0,0.0,54425
0,0.0,50106
0,0.0,21577
0,0.0,19459
0,0.0,92011
0,0.0,83177
0,0.0,83176
0,0.0,117261
0,0.0,33694
0,0.0,33652
0,0.0,117279
0,0.0,117250
0,0.0,117294
0,0.0,85819
0,0.0,85818
0,0.0,85817
0,0.0,131484
0,0.0,5589
0,0.0,32988
0,0.0,201830
0,0.0,9423
0,0.0,5507
0,0.0,83174
0,0.0,33693
0,0.0,33651
0,0.0,117278
0,0.0,46615
0,0.0,137325
0,0.0,82610
0,0.0,64319
0,0.0,131479
0,0.0,57842
0,0.0,225046
0,0.0,57867
0,0.0,57826
0,0.0,80649
0,0.0,210770
0,0.0,80648
0,0.0,209327
0,0.0,217482
0,0.0,225075
0,0.0,75661
0,0.0,64321
0,0.0,32949
0,0.0,13300
0,0.0,75686
0,0.0,227125
0,0.0,227124
0,0.0,210772
0,0.0,227120
0,0.0,109113
0,0.0,210765
0,0.0,201822
0,0.0,201821
0,0.0,82648
0,0.0,113276
0,0.0,113275
0,0.0,46605
0,0.0,46652
0,0.0,46632
0,0.0,137947
0,0.0,32953
0,0.0,137964
0,0.0,227329
0,0.0,131487
0,0.0,9452
0,0.0,227199
0,0.0,204355
0,0.0,14384
0,0.0,57836
0,0.0,137955
0,0.0,57806
0,0.0,123720
0,0.0,137968
0,0.0,123735
0,0.0,201823
0,0.0,9436
0,0.0,82616
0,0.0,9453
0,0.0,45399
0,0.0,217409
0,0.0,14398
0,0.0,46662
0,0.0,14393
0,0.0,33650
0,0.0,77224
0,0.0,137953
0,0.0,75648
0,0.0,139366
0,0.0,139340
0,0.0,46647
0,0.0,138415
0,0.0,95511
0,0.0,131486
0,0.0,63218
0,0.0,63216
0,0.0,2341
0,0.0,138406
0,0.0,138405
0,0.0,139332
0,0.0,6047
0,0.0,139346
0,0.0,139325
0,0.0,139393
0,0.0,204318
0,0.0,138414
0,0.0,225074
0,0.0,48607
0,0.0,29136
0,0.0,59619
0,0.0,204352
0,0.0,204347
0,0.0,204346
0,0.0,85877
0,0.0,46699
0,0.0,217470
0,0.0,57802
0,0.0,45400
0,0.0,137944
0,0.0,96401
0,0.0,225054
0,0.0,204335
0,0.0,137959
0,0.0,46654
0,0.0,137930
0,0.0,61995
0,0.0,217473
0,0.0,32907
0,0.0,46625
0,0.0,210778
0,0.0,57801
0,0.0,18872
0,0.0,19471
0,0.0,122664
0,0.0,122681
0,0.0,122680
0,0.0,21537
0,0.0,122679
0,0.0,212607
0,0.0,34759
0,0.0,136685
0,0.0,135552
0,0.0,138161
0,0.0,46623
0,0.0,9437
0,0.0,32941
0,0.0,14386
0,0.0,46630
0,0.0,131482
0,0.0,137929
0,0.0,95547
0,0.0,63239
0,0.0,6034
0,0.0,138167
0,0.0,82686
0,0.0,131497
0,0.0,63249
0,0.0,32986
0,0.0,97771
0,0.0,212614
0,0.0,133376
0,0.0,5596
0,0.0,5591
0,0.0,5590
0,0.0,137934
0,0.0,57811
0,0.0,46676
0,0.0,5508
0,0.0,46667
0,0.0,97800
0,0.0,136766
0,0.0,136764
0,0.0,122665
0,0.0,136728
0,0.0,58754
0,0.0,97750
0,0.0,58751
0,0.0,116173
0,0.0,116172
0,0.0,19484
0,0.0,97778
0,0.0,229931
0,0.0,123736
0,0.0,19477
0,0.0,234591
0,0.0,14388
0,0.0,46651
0,0.0,61950
0,0.0,82699
0,0.0,137958
0,0.0,14378
0,0.0,63234
0,0.0,85806
0,0.0,131499
0,0.0,9417
0,0.0,137938
0,0.0,137937
0,0.0,46655
0,0.0,201820
0,0.0,75692
0,0.0,46608
0,0.0,57808
0,0.0,74290
0,0.0,30102
0,0.0,123721
0,0.0,96961
0,0.0,40212
0,0.0,57868
0,0.0,137939
0,0.0,57817
0,0.0,57816
0,0.0,57813
0,0.0,137935
0,0.0,9450
0,0.0,217479
0,0.0,75673
0,0.0,75672
0,0.0,61946
0,0.0,137950
0,0.0,57843
0,0.0,137970
0,0.0,5501
0,0.0,9438
0,0.0,227327
0,0.0,9495
0,0.0,14370
0,0.0,14369
0,0.0,57812
0,0.0,14382
0,0.0,131480
0,0.0,114846
0,0.0,114845
0,0.0,80607
0,0.0,85865
0,0.0,133364
0,0.0,32904
0,0.0,201871
0,0.0,14371
0,0.0,123790
0,0.0,74300
0,0.0,6057
0,0.0,225068
0,0.0,63307
0,0.0,63306
0,0.0,204316
0,0.0,204308
0,0.0,204307
0,0.0,204305
0,0.0,5570
0,0.0,32993
0,0.0,204341
0,0.0,27017
0,0.0,204336
0,0.0,9454
0,0.0,68049
0,0.0,138411
0,0.0,85856
0,0.0,29192
0,0.0,46603
0,0.0,9441
0,0.0,201802
0,0.0,5541
0,0.0,201801
0,0.0,35575
0,0.0,204363
0,0.0,227181
0,0.0,72566
0,0.0,21623
0,0.0,21654
0,0.0,21653
0,0.0,208649
0,0.0,63241
0,0.0,63277
0,0.0,63276
0,0.0,133378
0,0.0,29135
0,0.0,227340
0,0.0,46642
0,0.0,46618
0,0.0,227337
0,0.0,46628
0,0.0,9476
0,0.0,82672
0,0.0,82639
0,0.0,32955
0,0.0,82633
0,0.0,82662
0,0.0,85880
0,0.0,32951
0,0.0,57741
0,0.0,57711
0,0.0,227339
0,0.0,133383
0,0.0,138413
0,0.0,32990
0,0.0,46606
0,0.0,32948
0,0.0,85864
0,0.0,204311
0,0.0,204310
0,0.0,32980
0,0.0,139722
0,0.0,76626
0,0.0,139720
0,0.0,35570
0,0.0,7319
0,0.0,218044
0,0.0,225067
0,0.0,113274
0,0.0,113270
0,0.0,22357
0,0.0,139773
0,0.0,113236
0,0.0,198173
0,0.0,61207
0,0.0,61206
0,0.0,48612
0,0.0,95957
0,0.0,22347
0,0.0,128274
0,0.0,110696
0,0.0,56011
0,0.0,22328
0,0.0,22338
0,0.0,22337
0,0.0,133384
0,0.0,82629
0,0.0,133382
0,0.0,212917
0,0.0,46696
0,0.0,9445
0,0.0,82652
0,0.0,9444
0,0.0,218062
0,0.0,9481
0,0.0,225065
0,0.0,96962
0,0.0,225064
0,0.0,225084
0,0.0,26416
0,0.0,137927
0,0.0,212999
0,0.0,82659
0,0.0,82655
0,0.0,9447
0,0.0,215964
0,0.0,215963
0,0.0,122628
0,0.0,215913
0,0.0,155880
0,0.0,48884
0,0.0,48883
0,0.0,48882
0,0.0,204301
0,0.0,217474
0,0.0,63388
0,0.0,82691
0,0.0,138145
0,0.0,138439
0,0.0,131492
0,0.0,57728
0,0.0,29151
0,0.0,78367
0,0.0,63343
0,0.0,57720
0,0.0,57719
0,0.0,57704
0,0.0,57765
0,0.0,32985
0,0.0,227338
0,0.0,57712
0,0.0,215932
0,0.0,219584
0,0.0,26495
0,0.0,26493
0,0.0,215994
0,0.0,210776
0,0.0,26429
0,0.0,26424
0,0.0,26485
0,0.0,22372
0,0.0,22329
0,0.0,22565
0,0.0,26437
0,0.0,72846
0,0.0,113299
0,0.0,113296
0,0.0,113295
0,0.0,122629
0,0.0,22552
0,0.0,128280
0,0.0,128279
0,0.0,128247
0,0.0,2347
0,0.0,215993
0,0.0,139324
0,0.0,109151
0,0.0,26462
0,0.0,96964
0,0.0,95556
0,0.0,32944
0,0.0,6052
0,0.0,6049
0,0.0,61960
0,0.0,57747
0,0.0,63371
0,0.0,2375
0,0.0,21683
0,0.0,46620
0,0.0,46646
0,0.0,201818
0,0.0,46641
0,0.0,46687
0,0.0,217444
0,0.0,46624
0,0.0,204337
0,0.0,204317
0,0.0,204309
0,0.0,204313
0,0.0,46658
0,0.0,82676
0,0.0,46622
0,0.0,21639
0,0.0,46498
0,0.0,201816
0,0.0,96963
0,0.0,82642
0,0.0,32957
0,0.0,32956
0,0.0,82638
0,0.0,85882
0,0.0,32925
0,0.0,57743
0,0.0,14347
0,0.0,82697
0,0.0,82618
0,0.0,57713
0,0.0,204324
0,0.0,85860
0,0.0,64333
0,0.0,204354
0,0.0,217466
0,0.0,7382
0,0.0,46649
0,0.0,59618
0,0.0,29164
0,0.0,227328
0,0.0,131489
0,0.0,114888
0,0.0,82694
0,0.0,46683
0,0.0,205114
0,0.0,114873
0,0.0,138135
0,0.0,138153
0,0.0,138152
0,0.0,138172
0,0.0,138170
0,0.0,114859
0,0.0,14374
0,0.0,75665
0,0.0,121464
0,0.0,32912
0,0.0,48611
0,0.0,214276
0,0.0,32946
0,0.0,52108
0,0.0,214293
0,0.0,214292
0,0.0,214288
0,0.0,214251
0,0.0,21645
0,0.0,121444
0,0.0,217429
0,0.0,121443
0,0.0,57735
0,0.0,121461
0,0.0,32984
0,0.0,105983
0,0.0,57726
0,0.0,85873
0,0.0,99110
0,0.0,99108
0,0.0,210784
0,0.0,2381
0,0.0,210779
0,0.0,99106
0,0.0,109120
0,0.0,21638
0,0.0,63372
0,0.0,32905
0,0.0,82647
0,0.0,138139
0,0.0,63222
0,0.0,32902
0,0.0,82689
0,0.0,32923
0,0.0,32922
0,0.0,217453
0,0.0,227189
0,0.0,72599
0,0.0,32911
0,0.0,57733
0,0.0,29191
0,0.0,63385
0,0.0,85859
0,0.0,74360
0,0.0,82643
0,0.0,214291
0,0.0,214287
0,0.0,33209
0,0.0,214285
0,0.0,21663
0,0.0,227179
0,0.0,9439
0,0.0,14348
0,0.0,26484
0,0.0,21656
0,0.0,217404
0,0.0,9413
0,0.0,9409
0,0.0,75643
0,0.0,9427
0,0.0,9426
0,0.0,64382
0,0.0,75667
0,0.0,75626
0,0.0,5503
0,0.0,82614
0,0.0,75659
0,0.0,62371
0,0.0,8691
0,0.0,9415
0,0.0,217422
0,0.0,75615
0,0.0,90793
0,0.0,72728
0,0.0,57742
0,0.0,52149
0,0.0,57740
0,0.0,32919
0,0.0,63268
0,0.0,63386
0,0.0,217408
0,0.0,214273
0,0.0,208603
0,0.0,208652
0,0.0,208651
0,0.0,109128
0,0.0,208648
0,0.0,214286
0,0.0,118474
0,0.0,63274
0,0.0,57739
0,0.0,32917
0,0.0,121463
0,0.0,63257
0,0.0,113258
0,0.0,9462
0,0.0,74293
0,0.0,9483
0,0.0,14399
0,0.0,113289
0,0.0,139770
0,0.0,139728
0,0.0,139724
0,0.0,63312
0,0.0,49404
0,0.0,109119
0,0.0,14380
0,0.0,109115
0,0.0,109154
0,0.0,227180
0,0.0,227198
0,0.0,109112
0,0.0,109110
0,0.0,90716
0,0.0,75632
0,0.0,227193
0,0.0,227311
0,0.0,109169
0,0.0,126695
0,0.0,227325
0,0.0,85861
0,0.0,204323
0,0.0,82674
0,0.0,5527
0,0.0,29190
0,0.0,29189
0,0.0,57723
0,0.0,217461
0,0.0,46602
0,0.0,46601
0,0.0,133381
0,0.0,9440
0,0.0,46499
0,0.0,85875
0,0.0,106294
0,0.0,51852
0,0.0,22342
0,0.0,22340
0,0.0,22326
0,0.0,22319
0,0.0,22355
0,0.0,22354
0,0.0,22375
0,0.0,63273
0,0.0,96948
0,0.0,9449
0,0.0,5597
0,0.0,29150
0,0.0,202705
0,0.0,80650
0,0.0,227196
0,0.0,64301
0,0.0,227195
0,0.0,227194
0,0.0,227192
0,0.0,7303
0,0.0,57732
0,0.0,214278
0,0.0,57709
0,0.0,208633
0,0.0,63370
0,0.0,63244
0,0.0,74352
0,0.0,114870
0,0.0,114867
0,0.0,114866
0,0.0,84691
0,0.0,84687
0,0.0,138168
0,0.0,29167
0,0.0,138164
0,0.0,99105
0,0.0,109175
0,0.0,52103
0,0.0,138163
0,0.0,114874
0,0.0,32903
0,0.0,217457
0,0.0,217456
0,0.0,57717
0,0.0,217454
0,0.0,227169
0,0.0,217451
0,0.0,101624
0,0.0,97889
0,0.0,227309
0,0.0,75623
0,0.0,75678
0,0.0,21652
0,0.0,64337
0,0.0,75638
0,0.0,217437
0,0.0,227175
0,0.0,227170
0,0.0,29193
0,0.0,87004
0,0.0,217450
0,0.0,227185
0,0.0,57731
0,0.0,227182
0,0.0,59623
0,0.0,227122
0,0.0,90732
0,0.0,105913
0,0.0,80618
0,0.0,210785
0,0.0,80612
0,0.0,61962
0,0.0,80645
0,0.0,2364
0,0.0,9424
0,0.0,90799
0,0.0,48894
0,0.0,217406
0,0.0,72561
0,0.0,72559
0,0.0,52181
0,0.0,29199
0,0.0,57779
0,0.0,57773
0,0.0,57772
0,0.0,52194
0,0.0,32930
0,0.0,52192
0,0.0,74294
0,0.0,63250
0,0.0,115253
0,0.0,35566
0,0.0,35565
0,0.0,35561
0,0.0,128262
0,0.0,128258
0,0.0,217434
0,0.0,22352
0,0.0,139314
0,0.0,109140
0,0.0,215997
0,0.0,57751
0,0.0,72570
0,0.0,61971
0,0.0,63393
0,0.0,59611
0,0.0,2368
0,0.0,59626
0,0.0,57714
0,0.0,205109
0,0.0,109122
0,0.0,219577
0,0.0,219552
0,0.0,64362
0,0.0,80627
0,0.0,64355
0,0.0,59612
0,0.0,227184
0,0.0,61994
0,0.0,80620
0,0.0,72729
0,0.0,57744
0,0.0,52179
0,0.0,52195
0,0.0,57738
0,0.0,138346
0,0.0,26471
0,0.0,63387
0,0.0,9487
0,0.0,227335
0,0.0,9443
0,0.0,82683
0,0.0,46690
0,0.0,82673
0,0.0,32937
0,0.0,32936
0,0.0,32935
0,0.0,32932
0,0.0,32975
0,0.0,26472
0,0.0,32989
0,0.0,227167
0,0.0,68087
0,0.0,95551
0,0.0,32983
0,0.0,9442
0,0.0,14377
0,0.0,75699
0,0.0,75697
0,0.0,61907
0,0.0,75694
0,0.0,85883
0,0.0,61951
0,0.0,80606
0,0.0,32960
0,0.0,2363
0,0.0,138494
0,0.0,32959
0,0.0,85874
0,0.0,57721
0,0.0,85870
0,0.0,85867
0,0.0,85900
0,0.0,85884
0,0.0,210782
0,0.0,217465
0,0.0,212902
0,0.0,61998
0,0.0,138142
0,0.0,63342
0,0.0,99820
0,0.0,205176
0,0.0,205175
0,0.0,205174
0,0.0,25048
0,0.0,78625
0,0.0,205191
0,0.0,3330
0,0.0,90733
0,0.0,64358
0,0.0,7318
0,0.0,99107
0,0.0,50455
0,0.0,8688
0,0.0,8610
0,0.0,8609
0,0.0,138387
0,0.0,8685
0,0.0,89644
0,0.0,7304
0,0.0,217443
0,0.0,217442
0,0.0,138399
0,0.0,138438
0,0.0,114878
0,0.0,99101
0,0.0,129409
0,0.0,128327
0,0.0,101533
0,0.0,28274
0,0.0,113703
0,0.0,113702
0,0.0,64986
0,0.0,235140
0,0.0,113775
0,0.0,235160
0,0.0,137984
0,0.0,200876
0,0.0,222329
0,0.0,205181
0,0.0,102961
0,0.0,99850
0,0.0,28263
0,0.0,3355
0,0.0,25047
0,0.0,98708
0,0.0,226295
0,0.0,226294
0,0.0,115474
0,0.0,213282
0,0.0,213281
0,0.0,31087
0,0.0,101590
0,0.0,138487
0,0.0,122712
0,0.0,227123
0,0.0,8640
0,0.0,7308
0,0.0,7306
0,0.0,26473
0,0.0,109147
0,0.0,202711
0,0.0,18816
0,0.0,5535
0,0.0,2346
0,0.0,78398
0,0.0,48888
0,0.0,72578
0,0.0,72577
0,0.0,72761
0,0.0,80619
0,0.0,138450
0,0.0,138444
0,0.0,217468
0,0.0,18818
0,0.0,18817
0,0.0,80629
0,0.0,109153
0,0.0,99104
0,0.0,61996
0,0.0,2374
0,0.0,59610
0,0.0,64400
0,0.0,109125
0,0.0,109123
0,0.0,194967
0,0.0,109121
0,0.0,227186
0,0.0,138046
0,0.0,75691
0,0.0,80610
0,0.0,217458
0,0.0,210771
0,0.0,26405
0,0.0,89649
0,0.0,89647
0,0.0,57725
0,0.0,89660
0,0.0,89658
0,0.0,75637
0,0.0,227176
0,0.0,75634
0,0.0,217410
0,0.0,2385
0,0.0,138492
0,0.0,227166
0,0.0,138345
